AdaptChoice	Code = 71	Session = 2	Starting Dist Col = 1
Targ 1 = 	255.000000	0.000000	0.000000	
Targ 2 = 	0.000000	0.000000	255.000000	
SubNo	Trial	Block_trial	Block_num	Plateau_cond	Transition_cond	Run_number	Targ1_position	Targ2_position	FixationCheck	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RT	Optimal_Choice	StarEndOptimal	Repeat_Switch
71	1	1	0	1	0	1	24	23	0	2	5	5	2	1	10758	1	1	NaN
71	2	2	0	1	0	2	52	37	0	4	2	3	0	0	2388	NaN	NaN	2
71	3	3	0	1	0	3	44	27	0	4	5	5	2	1	2173	1	1	NaN
71	4	4	0	1	0	4	16	1	0	2	4	4	2	1	8122	1	1	1
71	5	5	0	1	0	5	31	26	0	3	4	3	1	1	2004	0	2	2
71	6	6	0	0	1	6	35	28	0	3	5	5	2	1	3314	1	1	2
71	7	7	0	0	1	7	38	15	0	4	5	5	2	1	2731	1	1	1
71	8	8	0	0	1	8	21	54	0	3	5	5	2	1	5456	1	1	1
71	9	9	0	0	1	9	2	38	0	5	3	4	0	0	3060	NaN	NaN	2
71	10	10	0	0	1	10	2	7	0	5	2	3	0	0	4431	NaN	NaN	NaN
71	1	1	1	1	0	1	44	32	0	3	2	2	2	1	3374	1	1	NaN
71	2	2	1	1	0	2	31	8	0	3	4	4	2	1	3372	1	1	1
71	3	3	1	1	0	3	34	12	0	4	3	3	2	1	1226	1	1	1
71	4	4	1	1	0	4	25	44	0	3	4	4	2	1	2992	1	1	1
71	5	5	1	1	0	5	26	9	0	5	2	2	2	1	2219	1	1	1
71	6	6	1	0	1	6	52	50	0	3	4	4	2	1	4289	1	1	1
71	7	7	1	0	1	7	40	52	0	2	4	4	2	1	3554	1	1	1
71	8	8	1	0	1	8	32	38	0	5	2	2	2	1	3136	1	1	1
71	9	9	1	0	1	9	10	16	0	4	3	4	1	1	3293	NaN	2	2
71	10	10	1	0	1	10	23	36	0	5	2	2	2	1	2365	0	1	2
71	11	11	1	0	1	11	7	35	0	3	4	4	2	1	2759	0	1	1
71	12	12	1	0	1	12	51	5	0	5	4	4	2	1	4100	0	1	1
71	13	13	1	2	0	1	25	20	0	2	5	5	2	1	2025	0	2	1
71	14	14	1	2	0	2	1	52	0	4	5	5	2	1	5951	0	2	1
71	15	15	1	2	0	3	33	28	0	2	3	2	1	1	4622	1	1	2
71	16	16	1	2	0	4	22	34	0	2	4	2	1	1	4925	1	1	1
71	17	17	1	2	0	5	26	16	0	3	4	2	0	0	1130	NaN	NaN	2
71	18	18	1	0	2	6	9	31	0	4	2	4	1	1	1526	1	1	NaN
71	19	19	1	0	2	7	51	12	0	2	3	2	1	1	1411	1	1	1
71	20	20	1	0	2	8	39	51	0	2	3	2	1	1	2893	1	1	1
71	21	21	1	0	2	9	10	7	0	2	3	2	1	1	925	NaN	1	1
71	22	22	1	0	2	10	18	46	0	4	5	4	1	1	3338	0	1	1
71	23	23	1	0	2	11	25	34	0	5	3	4	0	0	8867	NaN	NaN	2
71	24	24	1	0	2	12	10	15	0	5	2	2	2	1	3947	1	2	NaN
71	25	25	1	1	0	1	9	16	0	3	2	2	2	1	1577	1	1	1
71	26	26	1	1	0	2	1	34	0	4	3	3	2	1	4575	1	1	1
71	27	27	1	1	0	3	42	13	0	5	4	4	2	1	2077	1	1	1
71	28	28	1	1	0	4	29	17	0	3	2	2	2	1	3385	1	1	1
71	29	29	1	1	0	5	1	22	0	3	4	4	2	1	5603	1	1	1
71	30	30	1	0	1	6	39	30	0	3	5	5	2	1	5498	1	1	1
71	31	31	1	0	1	7	12	36	0	3	5	3	1	1	10027	0	2	2
