AdaptChoice	Code = 67	Session = 2	Starting Dist Col = 1
Targ 1 = 	255.000000	0.000000	0.000000	
Targ 2 = 	0.000000	0.000000	255.000000	
SubNo	Trial	Block_trial	Block_num	Plateau_cond	Transition_cond	Run_number	Targ1_position	Targ2_position	FixationCheck	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RT	Optimal_Choice	StarEndOptimal	Repeat_Switch
67	1	1	0	1	0	1	8	51	0	5	2	3	0	0	4967	NaN	NaN	NaN
67	2	2	0	1	0	2	28	6	0	5	4	4	2	1	13460	1	1	NaN
67	3	3	0	1	0	3	14	26	0	2	4	2	1	1	3004	0	2	2
67	4	4	0	1	0	4	49	23	0	3	5	5	2	1	6252	1	1	2
67	5	5	0	1	0	5	53	33	0	4	3	3	2	1	3909	1	1	1
67	6	6	0	0	1	6	54	31	0	3	5	3	1	1	9075	0	2	2
67	7	7	0	0	1	7	50	38	0	5	2	5	1	1	3131	0	2	1
67	8	8	0	0	1	8	37	51	0	2	5	5	2	1	6330	1	1	2
67	9	9	0	0	1	9	7	3	0	3	2	2	2	1	4104	NaN	1	1
67	10	10	0	0	1	10	28	23	0	3	2	3	1	1	2790	1	2	2
67	1	1	1	1	0	1	30	5	0	2	5	2	1	1	7061	0	2	NaN
67	2	2	1	1	0	2	43	2	0	2	4	4	2	1	4578	1	1	2
67	3	3	1	1	0	3	9	10	0	3	4	3	1	1	7329	0	2	2
67	4	4	1	1	0	4	42	10	0	2	4	4	2	1	2903	1	1	2
67	5	5	1	1	0	5	42	34	0	3	5	5	2	1	2373	1	1	1
67	6	6	1	0	1	6	36	24	0	5	4	4	2	1	4701	1	1	1
67	7	7	1	0	1	7	53	47	0	5	3	5	1	1	8015	0	2	2
67	8	8	1	0	1	8	6	22	0	3	5	5	2	1	3379	1	1	2
67	9	9	1	0	1	9	1	19	0	3	2	2	2	1	1962	NaN	1	1
67	10	10	1	0	1	10	43	34	0	5	4	5	1	1	3210	1	2	2
67	11	11	1	0	1	11	45	49	0	5	3	5	1	1	4167	1	2	1
