AdaptChoice	Code = 20	Session = 1	Starting Dist Col = 1
Targ 1 = 	255.000000	0.000000	0.000000	
Targ 2 = 	0.000000	0.000000	255.000000	
SubNo	Trial	Block_trial	Block_num	Plateau_cond	Transition_cond	Run_number	Targ1_position	Targ2_position	FixationCheck	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RT	Optimal_Choice	StarEndOptimal	Repeat_Switch
20	1	1	0	1	0	1	51	7	0	2	5	2	1	1	8049	0	2	NaN
20	2	2	0	1	0	2	53	13	0	2	3	2	1	1	7694	0	2	1
20	3	3	0	1	0	3	43	1	0	3	5	5	2	1	7829	1	1	2
20	4	4	0	1	0	4	30	52	0	3	2	2	2	1	8640	1	1	1
20	5	5	0	1	0	5	34	23	0	4	2	3	0	0	6870	NaN	NaN	2
20	6	6	0	0	1	6	10	6	0	5	3	2	0	0	9404	NaN	NaN	NaN
20	7	7	0	0	1	7	20	43	0	2	5	5	2	1	16336	1	1	NaN
20	8	8	0	0	1	8	45	28	0	4	2	4	1	1	15985	0	2	2
20	9	9	0	0	1	9	45	12	0	5	2	2	2	1	3891	NaN	1	2
20	10	10	0	0	1	10	2	26	0	2	3	3	2	1	6738	0	1	1
20	1	1	1	1	0	1	26	45	0	3	5	5	2	1	5631	1	1	NaN
20	2	2	1	1	0	2	8	12	0	4	5	5	2	1	8249	1	1	1
20	3	3	1	1	0	3	3	38	0	2	5	5	2	1	8279	1	1	1
20	4	4	1	1	0	4	47	38	0	5	2	2	2	1	8891	1	1	1
20	5	5	1	1	0	5	5	20	0	5	4	4	2	1	3826	1	1	1
20	6	6	1	0	1	6	13	36	0	3	4	3	1	1	10264	0	2	2
20	7	7	1	0	1	7	22	45	0	2	4	2	1	1	9419	0	2	1
20	8	8	1	0	1	8	29	30	0	4	3	4	1	1	4161	0	2	1
20	9	9	1	0	1	9	40	42	0	3	4	4	2	1	11874	NaN	1	2
20	10	10	1	0	1	10	32	5	0	4	5	5	2	1	7745	0	1	1
20	11	11	1	0	1	11	46	51	0	2	5	5	2	1	4553	0	1	1
20	12	12	1	0	1	12	54	3	0	3	4	3	1	1	14342	1	2	2
20	13	13	1	2	0	1	18	29	0	5	4	5	1	1	12126	1	1	1
20	14	14	1	2	0	2	37	15	0	4	3	4	1	1	5227	1	1	1
20	15	15	1	2	0	3	40	25	0	5	2	2	2	1	5385	0	2	2
20	16	16	1	2	0	4	28	51	0	4	3	3	2	1	3093	0	2	1
20	17	17	1	2	0	5	9	5	0	2	4	4	2	1	18853	0	2	1
20	18	18	1	0	2	6	28	30	0	5	2	2	2	1	2848	0	2	1
20	19	19	1	0	2	7	13	49	0	5	3	3	2	1	5666	0	2	1
20	20	20	1	0	2	8	8	9	0	2	3	3	2	1	6577	0	2	1
20	21	21	1	0	2	9	40	30	0	5	2	2	2	1	3306	NaN	2	1
20	22	22	1	0	2	10	10	33	0	5	3	3	2	1	8049	1	2	1
20	23	23	1	0	2	11	23	20	0	5	4	4	2	1	9471	1	2	1
20	24	24	1	0	2	12	7	47	0	2	5	5	2	1	5606	1	2	1
20	25	25	1	1	0	1	51	14	0	4	2	2	2	1	5208	1	1	1
20	26	26	1	1	0	2	43	2	0	5	3	3	2	1	1722	1	1	1
20	27	27	1	1	0	3	45	34	0	3	4	4	2	1	3717	1	1	1
20	28	28	1	1	0	4	36	54	0	3	2	2	2	1	2113	1	1	1
20	29	29	1	1	0	5	54	3	0	3	5	3	1	1	3896	0	2	2
20	30	30	1	0	1	6	14	9	0	2	3	3	2	1	5368	1	1	2
20	31	31	1	0	1	7	12	42	0	3	4	4	2	1	6020	1	1	1
20	32	32	1	0	1	8	33	11	0	4	5	5	2	1	2598	1	1	1
20	33	33	1	0	1	9	51	34	0	4	3	3	2	1	3811	NaN	1	1
20	34	34	1	0	1	10	17	1	0	4	2	4	1	1	3893	1	2	2
20	35	35	1	0	1	11	38	10	0	4	5	4	1	1	7652	1	2	1
20	36	36	1	0	1	12	15	44	0	3	2	3	1	1	4667	1	2	1
20	37	37	1	2	0	1	40	34	0	2	5	5	2	1	4773	0	2	2
20	38	38	1	2	0	2	40	30	0	3	4	4	2	1	2562	0	2	1
20	39	39	1	2	0	3	18	29	0	3	5	5	2	1	2739	0	2	1
20	40	40	1	2	0	4	47	17	0	2	3	3	2	1	4839	0	2	1
20	41	41	1	2	0	5	51	33	0	2	4	2	1	1	15985	1	1	2
20	42	42	1	0	2	6	51	52	0	4	5	4	1	1	2291	1	1	1
20	43	43	1	0	2	7	46	52	0	4	5	5	2	1	3090	0	2	2
20	44	44	1	0	2	8	41	1	0	5	2	5	1	1	10993	1	1	2
20	45	45	1	0	2	9	23	8	0	3	5	5	2	1	7363	NaN	2	2
20	46	46	1	0	2	10	42	29	0	5	4	4	2	1	5340	1	2	1
20	47	47	1	0	2	11	54	14	0	4	2	2	2	1	2756	1	2	1
20	48	48	1	0	2	12	19	2	0	5	3	3	2	1	2416	1	2	1
20	49	49	1	1	0	1	38	18	0	5	3	5	1	1	5366	0	2	2
20	50	50	1	1	0	2	36	43	0	3	2	3	1	1	7318	0	2	1
20	51	51	1	1	0	3	20	41	0	2	3	2	1	1	5886	0	2	1
20	52	52	1	1	0	4	23	51	0	2	3	2	1	1	6057	0	2	1
20	53	53	1	1	0	5	52	10	0	4	2	4	1	1	6052	0	2	1
20	54	54	1	0	1	6	22	9	0	5	4	5	1	1	11098	0	2	1
20	55	55	1	0	1	7	44	1	0	4	2	2	2	1	1342	1	1	2
20	56	56	1	0	1	8	30	20	0	3	5	5	2	1	17562	1	1	1
20	57	57	1	0	1	9	38	46	0	3	4	4	2	1	15283	NaN	1	1
20	58	58	1	0	1	10	25	42	0	5	4	4	2	1	9254	0	1	1
20	59	59	1	0	1	11	24	7	0	3	2	2	2	1	3513	0	1	1
20	60	60	1	0	1	12	6	20	0	3	4	4	2	1	6937	0	1	1
20	61	61	1	2	0	1	8	39	0	5	3	5	1	1	22445	1	1	2
20	62	62	1	2	0	2	17	14	0	3	2	2	2	1	5176	0	2	2
20	63	63	1	2	0	3	51	31	0	4	5	5	2	1	19317	0	2	1
20	64	64	1	2	0	4	51	27	0	3	2	2	2	1	2629	0	2	1
20	65	65	1	2	0	5	25	8	0	4	2	2	2	1	1463	0	2	1
20	66	66	1	0	2	6	6	1	0	5	3	5	1	1	10169	1	1	2
20	67	67	1	0	2	7	45	1	0	2	5	2	1	1	3154	1	1	1
20	68	68	1	0	2	8	24	12	0	2	4	2	1	1	3167	1	1	1
20	69	69	1	0	2	9	9	46	0	3	5	3	1	1	7291	NaN	1	1
20	70	70	1	0	2	10	5	6	0	4	2	4	1	1	11138	0	1	1
20	71	71	1	0	2	11	25	39	0	4	2	4	1	1	4763	0	1	1
20	72	72	1	0	2	12	33	21	0	2	3	2	1	1	3348	0	1	1
20	73	73	1	1	0	1	5	40	0	5	2	5	1	1	11204	0	2	1
20	74	74	1	1	0	2	50	39	0	3	2	3	1	1	7706	0	2	1
20	75	75	1	1	0	3	23	28	0	5	3	5	1	1	7261	0	2	1
20	76	76	1	1	0	4	46	45	0	2	3	2	1	1	3720	0	2	1
20	77	77	1	1	0	5	3	44	0	3	5	3	1	1	5360	0	2	1
20	78	78	1	0	1	6	28	23	0	4	3	4	1	1	3268	0	2	1
20	79	79	1	0	1	7	2	50	0	5	2	5	1	1	3219	0	2	1
20	80	80	1	0	1	8	44	6	0	4	5	4	1	1	3161	0	2	1
20	81	81	1	0	1	9	18	7	0	2	5	2	1	1	6589	NaN	2	1
20	82	82	1	0	1	10	40	32	0	2	3	2	1	1	8178	1	2	1
20	83	83	1	0	1	11	49	54	0	4	3	4	1	1	3911	1	2	1
20	84	84	1	0	1	12	34	54	0	5	4	5	1	1	2971	1	2	1
20	85	85	1	2	0	1	18	2	0	5	4	5	1	1	3516	1	1	1
20	86	86	1	2	0	2	22	31	0	5	2	5	1	1	5091	1	1	1
20	87	87	1	2	0	3	20	5	0	3	5	3	1	1	7886	1	1	1
20	88	88	1	2	0	4	2	47	0	4	3	4	1	1	6946	1	1	1
20	89	89	1	2	0	5	4	11	0	3	2	3	1	1	7194	1	1	1
20	90	90	1	0	2	6	13	30	0	2	5	2	1	1	9519	1	1	1
20	91	91	1	0	2	7	45	26	0	2	4	2	1	1	3763	1	1	1
20	92	92	1	0	2	8	25	33	0	2	4	2	1	1	5580	1	1	1
20	93	93	1	0	2	9	10	29	0	4	3	4	1	1	3777	NaN	1	1
20	94	94	1	0	2	10	5	38	0	2	4	2	1	1	2806	0	1	1
20	95	95	1	0	2	11	10	35	0	2	4	2	1	1	1339	0	1	1
20	96	96	1	0	2	12	38	2	0	2	5	2	1	1	4007	0	1	1
20	97	1	2	1	0	1	43	8	0	3	5	3	1	1	6515	0	2	NaN
20	98	2	2	1	0	2	26	13	0	4	2	2	2	1	1475	1	1	2
20	99	3	2	1	0	3	3	18	0	3	4	3	1	1	2934	0	2	2
20	100	4	2	1	0	4	2	8	0	3	4	4	2	1	11846	1	1	2
20	101	5	2	1	0	5	34	15	0	2	5	2	1	1	22352	0	2	2
20	102	6	2	0	1	6	2	16	0	4	5	4	1	1	4181	0	2	1
20	103	7	2	0	1	7	30	49	0	2	4	2	1	1	1398	0	2	1
20	104	8	2	0	1	8	20	2	0	5	2	2	2	1	3091	1	1	2
20	105	9	2	0	1	9	50	19	0	5	4	5	1	1	12266	NaN	2	2
20	106	10	2	0	1	10	14	8	0	5	4	5	1	1	1641	1	2	1
20	107	11	2	0	1	11	3	7	0	2	3	2	1	1	1739	1	2	1
20	108	12	2	0	1	12	17	44	0	3	5	3	1	1	2143	1	2	1
20	109	13	2	2	0	1	14	42	0	2	5	2	1	1	1640	1	1	1
20	110	14	2	2	0	2	1	16	0	5	2	5	1	1	1058	1	1	1
20	111	15	2	2	0	3	36	43	0	3	5	3	1	1	7580	1	1	1
20	112	16	2	2	0	4	20	40	0	4	3	4	1	1	7417	1	1	1
20	113	17	2	2	0	5	52	17	0	2	4	2	1	1	6339	1	1	1
20	114	18	2	0	2	6	39	42	0	2	3	3	2	1	9139	0	2	2
20	115	19	2	0	2	7	23	38	0	2	4	4	2	1	2796	0	2	1
20	116	20	2	0	2	8	41	10	0	3	4	4	2	1	1701	0	2	1
20	117	21	2	0	2	9	8	21	0	5	3	3	2	1	2568	NaN	2	1
20	118	22	2	0	2	10	29	1	0	4	3	3	2	1	1513	1	2	1
20	119	23	2	0	2	11	45	15	0	4	3	3	2	1	2353	1	2	1
20	120	24	2	0	2	12	21	3	0	2	4	4	2	1	1937	1	2	1
20	121	25	2	1	0	1	23	29	0	3	2	2	2	1	1317	1	1	1
20	122	26	2	1	0	2	22	46	0	4	5	4	1	1	3412	0	2	2
20	123	27	2	1	0	3	9	5	0	2	3	2	1	1	1654	0	2	1
20	124	28	2	1	0	4	17	14	0	3	2	2	2	1	3552	1	1	2
20	125	29	2	1	0	5	15	36	0	4	3	3	2	1	2701	1	1	1
20	126	30	2	0	1	6	4	11	0	4	5	4	1	1	8464	0	2	2
20	127	31	2	0	1	7	52	8	0	5	3	5	1	1	2371	0	2	1
20	128	32	2	0	1	8	6	51	0	2	4	2	1	1	3916	0	2	1
20	129	33	2	0	1	9	53	10	0	2	3	3	2	1	4499	NaN	1	2
20	130	34	2	0	1	10	33	36	0	3	5	5	2	1	9723	0	1	1
20	131	35	2	0	1	11	1	37	0	4	2	4	1	1	6531	1	2	2
20	132	36	2	0	1	12	12	9	0	3	4	3	1	1	2331	1	2	1
20	133	37	2	2	0	1	6	29	0	2	3	2	1	1	3406	1	1	1
20	134	38	2	2	0	2	19	34	0	4	5	4	1	1	4560	1	1	1
20	135	39	2	2	0	3	12	28	0	4	5	4	1	1	11425	1	1	1
20	136	40	2	2	0	4	4	45	0	4	2	4	1	1	6291	1	1	1
20	137	41	2	2	0	5	49	42	0	3	2	3	1	1	4034	1	1	1
20	138	42	2	0	2	6	14	24	0	2	5	2	1	1	1776	1	1	1
20	139	43	2	0	2	7	4	18	0	4	3	4	1	1	3437	1	1	1
20	140	44	2	0	2	8	4	53	0	5	2	5	1	1	6295	1	1	1
20	141	45	2	0	2	9	3	21	0	4	3	3	2	1	4038	NaN	2	2
20	142	46	2	0	2	10	52	9	0	3	4	4	2	1	1680	1	2	1
20	143	47	2	0	2	11	27	22	0	2	4	4	2	1	2931	1	2	1
20	144	48	2	0	2	12	49	41	0	4	5	5	2	1	2552	1	2	1
20	145	49	2	1	0	1	13	21	0	2	4	2	1	1	1692	0	2	2
20	146	50	2	1	0	2	30	29	0	3	2	3	1	1	1047	0	2	1
20	147	51	2	1	0	3	2	28	0	3	2	3	1	1	3325	0	2	1
20	148	52	2	1	0	4	38	50	0	3	5	3	1	1	2789	0	2	1
20	149	53	2	1	0	5	43	46	0	5	2	5	1	1	11334	0	2	1
20	150	54	2	0	1	6	38	23	0	5	3	5	1	1	2970	0	2	1
20	151	55	2	0	1	7	22	41	0	4	3	4	1	1	3779	0	2	1
20	152	56	2	0	1	8	26	46	0	4	2	4	1	1	5384	0	2	1
20	153	57	2	0	1	9	39	14	0	5	4	5	1	1	2849	NaN	2	1
20	154	58	2	0	1	10	1	22	0	2	5	2	1	1	1503	1	2	1
20	155	59	2	0	1	11	48	39	0	3	2	3	1	1	3966	1	2	1
20	156	60	2	0	1	12	11	8	0	5	3	5	1	1	4099	1	2	1
20	157	61	2	2	0	1	41	25	0	3	5	5	2	1	5078	0	2	2
20	158	62	2	2	0	2	36	51	0	4	2	4	1	1	6745	1	1	2
20	159	63	2	2	0	3	38	15	0	4	3	4	1	1	2705	1	1	1
20	160	64	2	2	0	4	52	47	0	2	5	2	1	1	3149	1	1	1
20	161	65	2	2	0	5	9	32	0	4	2	2	2	1	9393	0	2	2
20	162	66	2	0	2	6	52	47	0	2	3	2	1	1	10219	1	1	2
