AdaptChoice	Code = 16	Session = 1	Starting Dist Col = 1
Targ 1 = 	255.000000	0.000000	0.000000	
Targ 2 = 	0.000000	0.000000	255.000000	
SubNo	Trial	Block_trial	Block_num	Plateau_cond	Transition_cond	Run_number	Targ1_position	Targ2_position	FixationCheck	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RT	Optimal_Choice	StarEndOptimal	Repeat_Switch
16	1	1	0	1	0	1	15	19	0	3	2	2	2	1	12738	1	1	NaN
16	2	2	0	1	0	2	2	24	0	4	5	4	1	1	7965	0	2	2
16	3	3	0	1	0	3	3	22	0	2	3	3	2	1	2985	1	1	2
16	4	4	0	1	0	4	38	35	0	4	2	2	2	1	7094	1	1	1
16	5	5	0	1	0	5	42	2	0	3	5	3	1	1	3041	0	2	2
16	6	6	0	0	1	6	16	44	0	3	5	5	2	1	6311	1	1	2
16	7	7	0	0	1	7	33	30	0	2	5	5	2	1	2327	1	1	1
16	8	8	0	0	1	8	5	40	0	2	4	4	2	1	6326	1	1	1
16	9	9	0	0	1	9	38	23	0	2	5	2	1	1	11902	NaN	2	2
16	10	10	0	0	1	10	27	38	0	3	4	4	2	1	7286	0	1	2
16	1	1	1	1	0	1	11	37	0	5	4	4	2	1	4020	1	1	NaN
16	2	2	1	1	0	2	12	9	0	3	5	5	2	1	1906	1	1	1
16	3	3	1	1	0	3	25	42	0	2	4	4	2	1	3069	1	1	1
16	4	4	1	1	0	4	15	35	0	3	4	4	2	1	2220	1	1	1
16	5	5	1	1	0	5	7	22	0	3	4	4	2	1	1434	1	1	1
16	6	6	1	0	1	6	18	51	0	4	3	3	2	1	3132	1	1	1
16	7	7	1	0	1	7	12	1	0	5	4	4	2	1	2232	1	1	1
16	8	8	1	0	1	8	26	27	0	4	2	3	0	0	2794	NaN	NaN	2
16	9	9	1	0	1	9	39	45	0	2	3	3	2	1	3546	NaN	1	NaN
16	10	10	1	0	1	10	26	19	0	5	2	2	2	1	3482	0	1	1
16	11	11	1	0	1	11	28	39	0	2	3	2	1	1	6917	1	2	2
16	12	12	1	0	1	12	15	30	0	2	5	2	1	1	2725	1	2	1
16	13	13	1	2	0	1	52	5	0	2	4	2	1	1	1057	1	1	1
16	14	14	1	2	0	2	15	47	0	5	4	4	2	1	9724	0	2	2
16	15	15	1	2	0	3	24	41	0	4	3	3	2	1	7664	0	2	1
16	16	16	1	2	0	4	47	43	0	4	2	2	2	1	2579	0	2	1
16	17	17	1	2	0	5	8	6	0	5	4	4	2	1	1695	0	2	1
16	18	18	1	0	2	6	34	53	0	3	5	5	2	1	7479	0	2	1
16	19	19	1	0	2	7	18	7	0	2	4	2	1	1	6570	1	1	2
16	20	20	1	0	2	8	33	19	0	2	5	2	1	1	2931	1	1	1
16	21	21	1	0	2	9	7	25	0	5	3	5	1	1	2974	NaN	1	1
16	22	22	1	0	2	10	10	53	0	5	3	5	1	1	1499	0	1	1
16	23	23	1	0	2	11	3	7	0	4	5	5	2	1	11699	1	2	2
16	24	24	1	0	2	12	49	32	0	3	2	3	1	1	5666	0	1	2
16	25	25	1	1	0	1	54	39	0	4	2	4	1	1	8841	0	2	1
16	26	26	1	1	0	2	27	43	0	4	3	3	2	1	3187	1	1	2
16	27	27	1	1	0	3	4	50	0	4	3	3	2	1	6869	1	1	1
16	28	28	1	1	0	4	52	23	0	5	2	5	1	1	3940	0	2	2
16	29	29	1	1	0	5	20	35	0	5	2	2	2	1	4768	1	1	2
16	30	30	1	0	1	6	47	14	0	4	5	4	1	1	6484	0	2	2
16	31	31	1	0	1	7	13	36	0	5	4	4	2	1	4911	1	1	2
16	32	32	1	0	1	8	43	38	0	2	3	2	1	1	9099	0	2	2
16	33	33	1	0	1	9	52	26	0	4	5	4	1	1	5794	NaN	2	1
16	34	34	1	0	1	10	41	16	0	2	5	2	1	1	6980	1	2	1
16	35	35	1	0	1	11	10	27	0	3	4	3	1	1	2404	1	2	1
16	36	36	1	0	1	12	36	52	0	2	4	2	1	1	3565	1	2	1
16	37	37	1	2	0	1	28	44	0	3	4	3	1	1	1458	1	1	1
16	38	38	1	2	0	2	14	26	0	4	5	4	1	1	2372	1	1	1
16	39	39	1	2	0	3	10	37	0	4	5	4	1	1	2793	1	1	1
16	40	40	1	2	0	4	28	13	0	2	3	3	2	1	1498	0	2	2
16	41	41	1	2	0	5	29	53	0	4	3	5	0	0	2386	NaN	NaN	2
16	42	42	1	0	2	6	43	37	0	3	5	3	1	1	5878	1	1	NaN
16	43	43	1	0	2	7	15	1	0	5	3	3	2	1	5060	0	2	2
16	44	44	1	0	2	8	31	48	0	3	2	3	1	1	2363	1	1	2
16	45	45	1	0	2	9	12	14	0	4	5	4	1	1	8076	NaN	1	1
16	46	46	1	0	2	10	29	37	0	2	4	2	1	1	1398	0	1	1
16	47	47	1	0	2	11	43	11	0	2	4	2	1	1	4363	0	1	1
16	48	48	1	0	2	12	17	46	0	5	4	5	1	1	3224	0	1	1
16	49	49	1	1	0	1	11	49	0	4	5	4	1	1	4010	0	2	1
16	50	50	1	1	0	2	39	33	0	3	5	4	0	0	4326	NaN	NaN	2
16	51	51	1	1	0	3	22	31	0	5	3	5	1	1	3278	0	2	NaN
16	52	52	1	1	0	4	7	14	0	3	2	3	1	1	1617	0	2	1
16	53	53	1	1	0	5	49	30	0	4	2	4	1	1	6402	0	2	1
16	54	54	1	0	1	6	32	22	0	4	3	3	2	1	2364	1	1	2
16	55	55	1	0	1	7	51	15	0	3	5	3	1	1	6656	0	2	2
16	56	56	1	0	1	8	29	39	0	3	2	3	1	1	1435	0	2	1
16	57	57	1	0	1	9	14	47	0	5	3	5	1	1	1889	NaN	2	1
16	58	58	1	0	1	10	36	20	0	3	4	3	1	1	2452	1	2	1
16	59	59	1	0	1	11	52	23	0	2	5	2	1	1	3614	1	2	1
16	60	60	1	0	1	12	39	5	0	4	2	4	1	1	3607	1	2	1
16	61	61	1	2	0	1	13	38	0	3	5	3	1	1	3377	1	1	1
16	62	62	1	2	0	2	34	48	0	4	2	4	1	1	3198	1	1	1
16	63	63	1	2	0	3	36	42	0	3	4	3	1	1	3095	1	1	1
16	64	64	1	2	0	4	8	27	0	5	2	5	1	1	1406	1	1	1
16	65	65	1	2	0	5	32	1	0	2	3	2	1	1	2080	1	1	1
16	66	66	1	0	2	6	8	48	0	5	4	5	1	1	3003	1	1	1
16	67	67	1	0	2	7	46	26	0	2	3	2	1	1	1616	1	1	1
16	68	68	1	0	2	8	38	19	0	3	5	3	1	1	2486	1	1	1
16	69	69	1	0	2	9	53	7	0	3	2	3	1	1	3044	NaN	1	1
16	70	70	1	0	2	10	38	53	0	3	4	3	1	1	3350	0	1	1
16	71	71	1	0	2	11	11	42	0	4	5	4	1	1	3783	0	1	1
16	72	72	1	0	2	12	26	20	0	2	5	2	1	1	1903	0	1	1
16	73	73	1	1	0	1	14	34	0	4	2	4	1	1	4319	0	2	1
16	74	74	1	1	0	2	18	46	0	2	5	2	1	1	3406	0	2	1
16	75	75	1	1	0	3	14	31	0	4	2	2	2	1	4964	1	1	2
16	76	76	1	1	0	4	14	24	0	4	3	4	1	1	3856	0	2	2
16	77	77	1	1	0	5	26	20	0	2	3	2	1	1	5451	0	2	1
16	78	78	1	0	1	6	3	16	0	5	2	5	1	1	2701	0	2	1
16	79	79	1	0	1	7	36	7	0	2	4	2	1	1	3964	0	2	1
16	80	80	1	0	1	8	51	17	0	3	2	3	1	1	1937	0	2	1
16	81	81	1	0	1	9	6	38	0	3	2	3	1	1	1389	NaN	2	1
16	82	82	1	0	1	10	50	47	0	2	4	2	1	1	1961	1	2	1
16	83	83	1	0	1	11	23	3	0	5	3	5	1	1	3098	1	2	1
16	84	84	1	0	1	12	10	51	0	2	3	2	1	1	1029	1	2	1
16	85	85	1	2	0	1	6	1	0	4	3	4	1	1	3343	1	1	1
16	86	86	1	2	0	2	21	34	0	3	4	4	2	1	2219	0	2	2
16	87	87	1	2	0	3	53	6	0	5	2	5	1	1	3708	1	1	2
16	88	88	1	2	0	4	1	41	0	5	4	5	1	1	1556	1	1	1
16	89	89	1	2	0	5	16	52	0	3	2	3	1	1	4480	1	1	1
16	90	90	1	0	2	6	44	45	0	3	5	3	1	1	4183	1	1	1
16	91	91	1	0	2	7	2	25	0	5	2	5	1	1	3936	1	1	1
16	92	92	1	0	2	8	34	44	0	2	5	2	1	1	3383	1	1	1
16	93	93	1	0	2	9	29	7	0	5	3	3	2	1	8260	NaN	2	2
16	94	94	1	0	2	10	34	11	0	5	3	3	2	1	2459	1	2	1
16	95	95	1	0	2	11	42	16	0	5	2	2	2	1	5305	1	2	1
16	96	96	1	0	2	12	5	2	0	2	5	5	2	1	3216	1	2	1
16	97	1	2	1	0	1	42	44	0	4	5	5	2	1	3309	1	1	NaN
16	98	2	2	1	0	2	31	27	0	4	3	3	2	1	3452	1	1	1
16	99	3	2	1	0	3	29	13	0	2	3	3	2	1	3366	1	1	1
16	100	4	2	1	0	4	4	36	0	5	4	4	2	1	3154	1	1	1
16	101	5	2	1	0	5	37	38	0	5	3	3	2	1	2451	1	1	1
16	102	6	2	0	1	6	17	15	0	2	4	4	2	1	2805	1	1	1
16	103	7	2	0	1	7	13	2	0	4	3	3	2	1	1894	1	1	1
