AdaptChoice	Code = 24	Session = 1	Starting Dist Col = 1
Targ 1 = 	255.000000	0.000000	0.000000	
Targ 2 = 	0.000000	0.000000	255.000000	
SubNo	Trial	Block_trial	Block_num	Plateau_cond	Transition_cond	Run_number	Targ1_position	Targ2_position	FixationCheck	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RT	Optimal_Choice	StarEndOptimal	Repeat_Switch
24	1	1	0	1	0	1	5	28	0	3	2	3	1	1	11060	0	2	NaN
24	2	2	0	1	0	2	44	48	0	4	5	4	1	1	11518	0	2	1
24	3	3	0	1	0	3	8	46	0	5	3	3	2	1	21038	1	1	2
24	4	4	0	1	0	4	51	43	0	2	4	2	1	1	9960	0	2	2
24	5	5	0	1	0	5	54	16	0	4	5	4	1	1	2777	0	2	1
24	6	6	0	0	1	6	8	30	0	3	5	5	2	1	3366	1	1	2
24	7	7	0	0	1	7	42	53	0	5	3	3	2	1	3263	1	1	1
24	8	8	0	0	1	8	24	6	0	2	5	2	1	1	2281	0	2	2
24	9	9	0	0	1	9	3	17	0	4	5	4	1	1	14716	NaN	2	1
24	10	10	0	0	1	10	30	25	0	3	4	3	1	1	3357	1	2	1
24	1	1	1	1	0	1	48	32	0	2	4	2	1	1	3848	0	2	NaN
24	2	2	1	1	0	2	34	3	0	2	3	2	1	1	9095	0	2	1
24	3	3	1	1	0	3	32	5	0	3	4	3	1	1	4398	0	2	1
24	4	4	1	1	0	4	42	38	0	3	5	3	1	1	6316	0	2	1
24	5	5	1	1	0	5	19	28	0	4	5	4	1	1	4883	0	2	1
24	6	6	1	0	1	6	41	30	0	5	3	3	2	1	2703	1	1	2
24	7	7	1	0	1	7	52	29	0	3	5	3	1	1	4002	0	2	2
24	8	8	1	0	1	8	12	19	0	3	4	4	2	1	6488	1	1	2
24	9	9	1	0	1	9	52	48	0	4	3	4	1	1	2619	NaN	2	2
24	10	10	1	0	1	10	37	54	0	4	3	4	1	1	7720	1	2	1
24	11	11	1	0	1	11	9	45	0	4	2	3	0	0	9856	NaN	NaN	2
24	12	12	1	0	1	12	9	32	0	2	5	2	1	1	5954	1	2	NaN
24	13	13	1	2	0	1	11	46	0	4	3	4	1	1	1671	1	1	1
24	14	14	1	2	0	2	20	44	0	4	5	5	2	1	5526	0	2	2
24	15	15	1	2	0	3	52	13	0	4	3	3	2	1	11442	0	2	1
24	16	16	1	2	0	4	24	23	0	3	5	5	2	1	12376	0	2	1
24	17	17	1	2	0	5	37	10	0	2	3	3	2	1	2493	0	2	1
24	18	18	1	0	2	6	32	41	0	3	4	3	1	1	5101	1	1	2
24	19	19	1	0	2	7	36	5	0	5	3	3	2	1	8048	0	2	2
24	20	20	1	0	2	8	42	45	0	5	2	2	2	1	8895	0	2	1
24	21	21	1	0	2	9	27	24	0	5	2	2	2	1	10662	NaN	2	1
24	22	22	1	0	2	10	46	14	0	5	3	3	2	1	3457	1	2	1
24	23	23	1	0	2	11	53	20	0	2	5	2	1	1	7612	0	1	2
24	24	24	1	0	2	12	15	40	0	5	4	4	2	1	6797	1	2	2
24	25	25	1	1	0	1	9	10	0	4	2	4	1	1	9003	0	2	2
24	26	26	1	1	0	2	38	50	0	4	3	4	1	1	6545	0	2	1
24	27	27	1	1	0	3	3	49	0	2	3	4	0	0	2177	NaN	NaN	2
24	28	28	1	1	0	4	47	1	0	3	5	3	1	1	2237	0	2	NaN
24	29	29	1	1	0	5	13	2	0	4	5	5	2	1	6967	1	1	2
24	30	30	1	0	1	6	54	34	0	4	2	2	2	1	7072	1	1	1
24	31	31	1	0	1	7	46	32	0	3	4	3	1	1	3807	0	2	2
24	32	32	1	0	1	8	44	30	0	5	4	5	1	1	6136	0	2	1
