MultiTargForag_2	Participant_Code = 38
Search_Type = 1	CB_Targets = 2
Trial	Click_Num	Target_Click_Order	Click_X	Click_y	Item_selected	Item_X	Item_Y	Target_Set	RT
1.000000	1.000000	1.000000	567.000000	359.000000	24.000000	561.134620	358.107288	2.000000	2.852619
1.000000	2.000000	2.000000	537.000000	287.000000	14.000000	529.173661	290.028291	2.000000	9.212052
1.000000	3.000000	3.000000	615.000000	276.000000	15.000000	628.285926	287.421899	1.000000	11.362507
1.000000	4.000000	4.000000	573.000000	159.000000	4.000000	551.702160	162.970689	1.000000	13.450944
1.000000	5.000000	5.000000	636.000000	142.000000	5.000000	654.028318	153.248764	2.000000	14.355460
1.000000	6.000000	0.000000	693.000000	113.000000	6.000000	732.410060	119.267305	2.000000	15.114466
1.000000	7.000000	6.000000	712.000000	110.000000	6.000000	732.410060	119.267305	2.000000	15.892378
1.000000	8.000000	7.000000	845.000000	159.000000	7.000000	839.896951	170.772755	2.000000	17.195997
1.000000	9.000000	8.000000	678.000000	339.000000	25.000000	659.696857	337.793785	2.000000	19.323604
1.000000	10.000000	9.000000	752.000000	359.000000	26.000000	769.657756	367.748645	1.000000	20.427375
1.000000	11.000000	10.000000	958.000000	176.000000	8.000000	958.967066	176.694371	1.000000	21.586371
1.000000	12.000000	11.000000	1061.000000	218.000000	19.000000	1063.732199	235.398975	1.000000	22.530992
1.000000	13.000000	12.000000	1106.000000	164.000000	9.000000	1105.314599	158.689472	1.000000	23.091067
1.000000	14.000000	0.000000	1000.000000	275.000000	18.000000	974.891286	285.702098	2.000000	24.060241
1.000000	15.000000	13.000000	992.000000	279.000000	18.000000	974.891286	285.702098	2.000000	24.747318
1.000000	16.000000	14.000000	1186.000000	165.000000	10.000000	1192.739515	167.613728	2.000000	26.050687
1.000000	17.000000	15.000000	433.000000	123.000000	3.000000	416.182317	123.384240	2.000000	27.636202
1.000000	18.000000	16.000000	194.000000	150.000000	1.000000	190.617502	161.079207	2.000000	28.946922
1.000000	19.000000	0.000000	178.000000	207.000000	11.000000	180.702508	234.574949	1.000000	29.940222
1.000000	20.000000	17.000000	179.000000	215.000000	11.000000	180.702508	234.574949	1.000000	30.434963
1.000000	21.000000	18.000000	199.000000	603.000000	41.000000	193.285384	588.916594	1.000000	32.002414
1.000000	22.000000	19.000000	315.000000	539.000000	42.000000	300.704146	543.702223	1.000000	32.835617
1.000000	23.000000	20.000000	398.000000	562.000000	43.000000	404.577720	583.011805	2.000000	33.995887
1.000000	24.000000	21.000000	541.000000	580.000000	44.000000	531.464588	591.591930	2.000000	34.948175
1.000000	25.000000	0.000000	644.000000	648.000000	55.000000	647.490874	676.595530	2.000000	35.922580
1.000000	26.000000	22.000000	655.000000	654.000000	55.000000	647.490874	676.595530	2.000000	36.540265
1.000000	27.000000	0.000000	666.000000	629.000000	45.000000	667.384597	602.102591	1.000000	37.010211
1.000000	28.000000	23.000000	673.000000	614.000000	45.000000	667.384597	602.102591	1.000000	37.532147
1.000000	29.000000	24.000000	675.000000	515.000000	35.000000	668.365287	497.311253	1.000000	38.300145
1.000000	30.000000	25.000000	554.000000	483.000000	34.000000	538.326721	479.975403	1.000000	39.835611
1.000000	31.000000	26.000000	448.000000	692.000000	53.000000	430.266974	701.788563	1.000000	41.324341
1.000000	32.000000	27.000000	446.000000	751.000000	63.000000	429.424504	764.150112	1.000000	42.003804
1.000000	33.000000	28.000000	407.000000	867.000000	73.000000	398.757518	871.202728	2.000000	43.259946
1.000000	34.000000	29.000000	732.000000	890.000000	76.000000	738.451601	904.607012	2.000000	44.547359
1.000000	35.000000	30.000000	989.000000	804.000000	68.000000	1001.419187	821.298322	1.000000	45.579176
1.000000	36.000000	31.000000	1071.000000	756.000000	69.000000	1075.525051	770.075962	2.000000	46.899756
1.000000	37.000000	32.000000	1096.000000	849.000000	79.000000	1090.066574	867.000541	1.000000	47.891617
1.000000	38.000000	33.000000	1112.000000	681.000000	59.000000	1111.042981	661.152625	1.000000	48.642390
1.000000	39.000000	34.000000	774.000000	563.000000	46.000000	780.673508	574.799984	2.000000	50.980368
1.000000	40.000000	35.000000	898.000000	469.000000	37.000000	880.514212	483.358721	1.000000	53.315861
1.000000	41.000000	36.000000	971.000000	472.000000	38.000000	981.282474	485.445362	2.000000	54.074488
1.000000	42.000000	37.000000	1076.000000	565.000000	49.000000	1071.983149	579.537668	2.000000	56.346662
1.000000	43.000000	38.000000	1115.000000	502.000000	39.000000	1097.628967	499.156764	2.000000	57.211148
1.000000	44.000000	39.000000	1167.000000	550.000000	50.000000	1171.589185	562.798261	1.000000	58.410730
1.000000	45.000000	40.000000	1206.000000	871.000000	80.000000	1195.801044	887.165571	1.000000	59.620272
