MultiTargForag_1	Participant_Code = 77
Search_Type = 2	CB_Targets = 1
Trial	Click_Num	Target_Click_Order	Click_X	Click_y	Item_selected	Item_X	Item_Y	Target_Set	RT
1.000000	1.000000	0.000000	266.000000	123.000000	2.000000	267.105124	120.939056	1.000000	1.683074
1.000000	2.000000	1.000000	180.000000	206.000000	11.000000	179.024918	204.898874	2.000000	2.144204
1.000000	3.000000	2.000000	351.000000	256.000000	23.000000	335.576802	262.925105	1.000000	2.608151
1.000000	4.000000	3.000000	339.000000	341.000000	33.000000	339.372922	337.777999	2.000000	2.951292
1.000000	5.000000	4.000000	403.000000	339.000000	34.000000	395.276444	339.483059	2.000000	3.279311
1.000000	6.000000	5.000000	396.000000	277.000000	24.000000	399.216566	272.083977	1.000000	3.567874
1.000000	7.000000	6.000000	410.000000	123.000000	4.000000	410.921898	119.735322	2.000000	4.167140
1.000000	8.000000	7.000000	473.000000	153.000000	5.000000	480.101164	145.423768	2.000000	4.478972
1.000000	9.000000	8.000000	546.000000	134.000000	6.000000	549.729798	127.605339	1.000000	4.816674
1.000000	10.000000	9.000000	550.000000	214.000000	16.000000	545.899542	202.413106	1.000000	5.287720
1.000000	11.000000	10.000000	547.000000	264.000000	26.000000	554.311273	276.251582	1.000000	5.640323
1.000000	12.000000	11.000000	689.000000	285.000000	28.000000	694.009690	273.909242	2.000000	6.078897
1.000000	13.000000	12.000000	697.000000	221.000000	18.000000	693.245006	210.527862	1.000000	6.408252
1.000000	14.000000	13.000000	694.000000	115.000000	8.000000	701.190555	125.273212	2.000000	6.726816
1.000000	15.000000	14.000000	767.000000	218.000000	19.000000	768.568137	208.139121	2.000000	7.056137
1.000000	16.000000	15.000000	786.000000	281.000000	29.000000	771.898447	283.047566	2.000000	8.047575
1.000000	17.000000	16.000000	768.000000	343.000000	39.000000	768.396519	345.728174	1.000000	8.359421
1.000000	18.000000	17.000000	856.000000	358.000000	40.000000	845.823048	358.282175	2.000000	8.679517
1.000000	19.000000	18.000000	830.000000	421.000000	50.000000	835.390263	407.591396	2.000000	8.943608
1.000000	20.000000	19.000000	755.000000	421.000000	49.000000	761.164591	425.300156	2.000000	9.256435
1.000000	21.000000	20.000000	849.000000	507.000000	60.000000	837.638956	507.739320	1.000000	9.871614
1.000000	22.000000	21.000000	690.000000	397.000000	48.000000	693.921592	420.819192	1.000000	10.312286
1.000000	23.000000	22.000000	692.000000	350.000000	38.000000	694.522809	346.563868	2.000000	10.672881
1.000000	24.000000	23.000000	628.000000	358.000000	37.000000	628.583091	365.502470	2.000000	10.967753
1.000000	25.000000	24.000000	623.000000	430.000000	47.000000	629.276620	428.869150	2.000000	11.280694
1.000000	26.000000	25.000000	540.000000	406.000000	46.000000	539.513725	424.717184	1.000000	11.616694
