AdaptChoice	Code = 44	Session = 2	Starting Dist Col = 1
Targ 1 = 	255.000000	0.000000	0.000000	
Targ 2 = 	0.000000	0.000000	255.000000	
SubNo	Trial	Block_trial	Block_num	Plateau_cond	Transition_cond	Run_number	Targ1_position	Targ2_position	FixationCheck	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RT	Optimal_Choice	StarEndOptimal	Repeat_Switch
44	1	1	0	1	0	1	51	19	0	4	3	3	2	1	8792	1	1	NaN
44	2	2	0	1	0	2	39	40	0	2	3	3	2	1	12603	1	1	1
44	3	3	0	1	0	3	4	53	0	3	5	3	1	1	11159	0	2	2
44	4	4	0	1	0	4	20	29	0	2	4	2	1	1	6347	0	2	1
44	5	5	0	1	0	5	26	54	0	3	5	3	1	1	3041	0	2	1
44	6	6	0	0	1	6	8	43	0	5	4	3	0	0	8588	NaN	NaN	2
44	7	7	0	0	1	7	35	27	0	2	3	3	2	1	7191	1	1	NaN
44	8	8	0	0	1	8	50	43	0	4	2	2	2	1	10882	1	1	1
44	9	9	0	0	1	9	52	9	0	5	2	2	2	1	2344	NaN	1	1
44	10	10	0	0	1	10	5	12	0	5	3	3	2	1	1713	0	1	1
44	1	1	1	1	0	1	49	35	0	3	4	3	1	1	5510	0	2	NaN
44	2	2	1	1	0	2	7	11	0	2	4	2	1	1	25195	0	2	1
44	3	3	1	1	0	3	49	5	0	4	3	3	2	1	3335	1	1	2
44	4	4	1	1	0	4	17	2	0	2	4	4	2	1	1956	1	1	1
44	5	5	1	1	0	5	34	5	0	2	3	2	1	1	3313	0	2	2
44	6	6	1	0	1	6	16	49	0	5	3	5	1	1	7418	0	2	1
44	7	7	1	0	1	7	53	5	0	2	4	2	1	1	5994	0	2	1
44	8	8	1	0	1	8	2	42	0	5	4	4	2	1	3745	1	1	2
44	9	9	1	0	1	9	26	53	0	2	5	2	1	1	9483	NaN	2	2
44	10	10	1	0	1	10	51	18	0	4	3	4	1	1	2752	1	2	1
44	11	11	1	0	1	11	52	5	0	5	3	5	1	1	2382	1	2	1
44	12	12	1	0	1	12	48	2	0	3	4	3	1	1	5364	1	2	1
44	13	13	1	2	0	1	35	17	0	3	5	3	1	1	4190	1	1	1
44	14	14	1	2	0	2	25	45	0	3	2	3	1	1	2192	1	1	1
44	15	15	1	2	0	3	11	46	0	4	5	4	1	1	4642	1	1	1
44	16	16	1	2	0	4	26	27	0	4	2	4	1	1	7530	1	1	1
44	17	17	1	2	0	5	15	1	0	3	4	4	2	1	6192	0	2	2
44	18	18	1	0	2	6	9	25	0	2	5	2	1	1	3707	1	1	2
44	19	19	1	0	2	7	8	41	0	2	5	2	1	1	6640	1	1	1
44	20	20	1	0	2	8	17	4	0	2	5	3	0	0	5100	NaN	NaN	2
44	21	21	1	0	2	9	45	26	0	3	5	5	2	1	5436	NaN	2	NaN
44	22	22	1	0	2	10	36	37	0	5	3	5	1	1	7768	0	1	2
44	23	23	1	0	2	11	37	22	0	2	4	2	1	1	1715	0	1	1
44	24	24	1	0	2	12	36	39	0	4	2	4	1	1	2131	0	1	1
44	25	25	1	1	0	1	5	48	0	3	4	3	1	1	6568	0	2	1
44	26	26	1	1	0	2	41	2	0	3	2	2	2	1	3362	1	1	2
44	27	27	1	1	0	3	23	5	0	5	2	2	2	1	3492	1	1	1
44	28	28	1	1	0	4	17	21	0	2	3	2	1	1	3717	0	2	2
44	29	29	1	1	0	5	2	37	0	3	4	3	1	1	1886	0	2	1
44	30	30	1	0	1	6	29	31	0	4	3	4	1	1	9865	0	2	1
44	31	31	1	0	1	7	32	8	0	3	4	4	2	1	11267	1	1	2
44	32	32	1	0	1	8	17	13	0	5	2	2	2	1	2693	1	1	1
44	33	33	1	0	1	9	43	28	0	5	3	3	2	1	1485	NaN	1	1
44	34	34	1	0	1	10	40	24	0	5	3	3	2	1	2353	0	1	1
44	35	35	1	0	1	11	34	44	0	2	3	3	2	1	8894	0	1	1
44	36	36	1	0	1	12	30	36	0	4	2	2	2	1	5128	0	1	1
44	37	37	1	2	0	1	13	48	0	4	5	4	1	1	9317	1	1	2
44	38	38	1	2	0	2	5	34	0	4	5	4	1	1	7928	1	1	1
44	39	39	1	2	0	3	36	2	0	5	3	3	2	1	5534	0	2	2
44	40	40	1	2	0	4	54	5	0	5	4	4	2	1	4596	0	2	1
