AdaptChoice	Code = 54	Session = 1	Starting Dist Col = 1
Targ 1 = 	255.000000	0.000000	0.000000	
Targ 2 = 	0.000000	0.000000	255.000000	
SubNo	Trial	Block_trial	Block_num	Plateau_cond	Transition_cond	Run_number	Targ1_position	Targ2_position	FixationCheck	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RT	Optimal_Choice	StarEndOptimal	Repeat_Switch
54	1	1	0	1	0	1	1	4	0	4	2	5	0	0	3982	NaN	NaN	NaN
54	2	2	0	1	0	2	3	39	0	2	4	4	2	1	1944	1	1	NaN
54	3	3	0	1	0	3	3	38	0	2	4	4	2	1	1759	1	1	1
54	4	4	0	1	0	4	6	36	0	2	4	4	2	1	2171	1	1	1
54	5	5	0	1	0	5	14	6	0	5	4	3	0	0	4498	NaN	NaN	2
54	6	6	0	0	1	6	31	36	0	5	2	4	0	0	1584	NaN	NaN	NaN
54	7	7	0	0	1	7	21	15	0	3	2	3	1	1	3963	0	2	NaN
54	8	8	0	0	1	8	49	6	0	5	3	3	2	1	3298	1	1	2
54	9	9	0	0	1	9	49	17	0	4	5	4	1	1	3385	NaN	2	2
54	10	10	0	0	1	10	51	3	0	4	2	4	1	1	2049	1	2	1
54	1	1	1	1	0	1	47	45	0	3	5	4	0	0	6808	NaN	NaN	NaN
54	2	2	1	1	0	2	5	12	0	4	3	4	1	1	3259	0	2	NaN
54	3	3	1	1	0	3	18	12	0	5	2	5	1	1	4740	0	2	1
54	4	4	1	1	0	4	52	14	0	5	3	4	0	0	3291	NaN	NaN	2
54	5	5	1	1	0	5	27	37	0	4	2	4	1	1	2808	0	2	NaN
54	6	6	1	0	1	6	54	50	0	3	4	3	1	1	3745	0	2	1
54	7	7	1	0	1	7	44	18	0	5	2	5	1	1	6504	0	2	1
54	8	8	1	0	1	8	6	2	0	3	4	3	1	1	5930	0	2	1
54	9	9	1	0	1	9	40	44	0	4	3	4	1	1	2957	NaN	2	1
54	10	10	1	0	1	10	35	27	0	3	4	3	1	1	2080	1	2	1
54	11	11	1	0	1	11	21	33	0	3	2	3	1	1	1378	1	2	1
54	12	12	1	0	1	12	18	11	0	2	3	2	1	1	2606	1	2	1
