MultiTargForag_2	Participant_Code = 61b
Search_Type = 1	CB_Targets = 1
Trial	Item_Position_Num	Item_X	ItemY	Item_Shape	Item_Set
1.000000	1.000000	217.814757	144.706354	1.000000	1.000000
1.000000	2.000000	297.625644	158.760665	1.000000	4.000000
1.000000	3.000000	406.796315	158.156177	1.000000	3.000000
1.000000	4.000000	511.585061	123.228438	1.000000	3.000000
1.000000	5.000000	656.774444	179.610757	1.000000	3.000000
1.000000	6.000000	768.466570	139.449322	1.000000	2.000000
1.000000	7.000000	852.226997	176.663059	1.000000	1.000000
1.000000	8.000000	990.638442	126.159173	1.000000	2.000000
1.000000	9.000000	1080.183941	152.075724	1.000000	1.000000
1.000000	10.000000	1176.927455	183.729551	1.000000	4.000000
1.000000	11.000000	200.978016	282.032836	1.000000	3.000000
1.000000	12.000000	341.205563	224.965605	1.000000	1.000000
1.000000	13.000000	421.437124	283.733062	1.000000	3.000000
1.000000	14.000000	528.011470	243.453888	1.000000	2.000000
1.000000	15.000000	647.583650	239.929935	1.000000	2.000000
1.000000	16.000000	741.513349	288.696987	1.000000	2.000000
1.000000	17.000000	864.347097	253.889957	1.000000	3.000000
1.000000	18.000000	980.548589	250.871565	1.000000	2.000000
1.000000	19.000000	1071.755125	224.353377	1.000000	2.000000
1.000000	20.000000	1198.976779	227.659844	1.000000	4.000000
1.000000	21.000000	196.397751	351.509012	1.000000	2.000000
1.000000	22.000000	304.237260	342.801205	1.000000	1.000000
1.000000	23.000000	401.207226	340.968265	1.000000	2.000000
1.000000	24.000000	554.554634	387.320418	1.000000	2.000000
1.000000	25.000000	668.797048	350.261298	1.000000	4.000000
1.000000	26.000000	772.708272	396.982357	1.000000	1.000000
1.000000	27.000000	888.225474	334.627373	1.000000	4.000000
1.000000	28.000000	947.971603	352.791686	1.000000	3.000000
1.000000	29.000000	1103.296547	398.602413	1.000000	4.000000
1.000000	30.000000	1188.112390	388.717269	1.000000	3.000000
1.000000	31.000000	199.451212	490.760926	1.000000	3.000000
1.000000	32.000000	332.293335	459.224023	1.000000	4.000000
1.000000	33.000000	452.342681	444.577315	1.000000	4.000000
1.000000	34.000000	545.523040	436.406123	1.000000	3.000000
1.000000	35.000000	641.850639	457.560912	1.000000	2.000000
1.000000	36.000000	733.970914	459.897029	1.000000	3.000000
1.000000	37.000000	847.384288	484.819135	1.000000	2.000000
1.000000	38.000000	998.169307	462.805261	1.000000	3.000000
1.000000	39.000000	1081.178791	452.098156	1.000000	1.000000
1.000000	40.000000	1191.962635	469.069066	1.000000	1.000000
1.000000	41.000000	194.547195	577.652032	1.000000	2.000000
1.000000	42.000000	323.765696	579.327150	1.000000	1.000000
1.000000	43.000000	418.420716	575.821988	1.000000	4.000000
1.000000	44.000000	519.515343	597.079514	1.000000	1.000000
1.000000	45.000000	664.531071	569.691749	1.000000	2.000000
1.000000	46.000000	728.100468	585.559803	1.000000	3.000000
1.000000	47.000000	850.193425	568.739818	1.000000	2.000000
1.000000	48.000000	998.654037	549.987008	1.000000	1.000000
1.000000	49.000000	1066.357264	560.931870	1.000000	4.000000
1.000000	50.000000	1195.981100	608.484198	1.000000	3.000000
1.000000	51.000000	181.175597	705.733537	1.000000	2.000000
1.000000	52.000000	325.358453	682.387695	1.000000	4.000000
1.000000	53.000000	402.022087	657.095935	1.000000	4.000000
1.000000	54.000000	529.739640	703.110267	1.000000	3.000000
1.000000	55.000000	648.269288	689.368769	1.000000	4.000000
1.000000	56.000000	736.505611	666.224446	1.000000	4.000000
1.000000	57.000000	886.414048	718.165743	1.000000	1.000000
1.000000	58.000000	980.964514	685.639709	1.000000	4.000000
1.000000	59.000000	1103.334540	652.281948	1.000000	3.000000
1.000000	60.000000	1210.200848	704.682633	1.000000	1.000000
1.000000	61.000000	201.929425	818.880318	1.000000	1.000000
1.000000	62.000000	290.367194	759.414737	1.000000	1.000000
1.000000	63.000000	421.713717	802.977097	1.000000	1.000000
1.000000	64.000000	509.153501	819.719467	1.000000	3.000000
1.000000	65.000000	671.973424	780.150058	1.000000	1.000000
1.000000	66.000000	731.461955	777.045859	1.000000	4.000000
1.000000	67.000000	859.344730	786.594720	1.000000	3.000000
1.000000	68.000000	974.400392	789.716260	1.000000	1.000000
1.000000	69.000000	1096.607422	806.508976	1.000000	2.000000
1.000000	70.000000	1199.764260	824.427986	1.000000	2.000000
1.000000	71.000000	194.223121	903.358328	1.000000	4.000000
1.000000	72.000000	306.011711	914.566546	1.000000	1.000000
1.000000	73.000000	411.926011	925.215605	1.000000	1.000000
1.000000	74.000000	547.361820	922.304294	1.000000	3.000000
1.000000	75.000000	624.337487	926.376856	1.000000	2.000000
1.000000	76.000000	776.970343	887.810607	1.000000	3.000000
1.000000	77.000000	864.120065	924.174654	1.000000	4.000000
1.000000	78.000000	1001.986786	861.340794	1.000000	2.000000
1.000000	79.000000	1091.032365	931.700288	1.000000	4.000000
1.000000	80.000000	1185.672282	882.945270	1.000000	4.000000
1.000000	1.000000	186.581335	184.783735	1.000000	3.000000
1.000000	2.000000	315.381548	136.017138	1.000000	3.000000
1.000000	3.000000	425.475759	139.358781	1.000000	2.000000
1.000000	4.000000	546.560750	134.720496	1.000000	4.000000
1.000000	5.000000	628.091868	188.618631	1.000000	4.000000
1.000000	6.000000	765.753707	152.746722	1.000000	4.000000
1.000000	7.000000	860.348443	185.943603	1.000000	1.000000
1.000000	8.000000	969.159430	151.235821	1.000000	1.000000
1.000000	9.000000	1064.897824	185.738603	1.000000	4.000000
1.000000	10.000000	1209.815428	151.894546	1.000000	1.000000
1.000000	11.000000	180.564015	257.665768	1.000000	3.000000
1.000000	12.000000	336.216710	266.848825	1.000000	4.000000
1.000000	13.000000	418.279047	286.795229	1.000000	3.000000
1.000000	14.000000	559.239671	236.907985	1.000000	2.000000
1.000000	15.000000	662.598483	265.383372	1.000000	4.000000
1.000000	16.000000	762.664558	273.312242	1.000000	1.000000
1.000000	17.000000	865.464035	255.849877	1.000000	2.000000
1.000000	18.000000	977.891517	264.023667	1.000000	2.000000
1.000000	19.000000	1101.158534	277.403884	1.000000	2.000000
1.000000	20.000000	1178.226026	272.098363	1.000000	3.000000
1.000000	21.000000	226.253636	390.239443	1.000000	4.000000
1.000000	22.000000	298.192811	368.029817	1.000000	4.000000
1.000000	23.000000	397.809441	350.742777	1.000000	2.000000
1.000000	24.000000	530.484786	353.793067	1.000000	1.000000
1.000000	25.000000	632.703781	379.268323	1.000000	3.000000
1.000000	26.000000	749.305967	359.274507	1.000000	3.000000
1.000000	27.000000	847.898904	378.289333	1.000000	1.000000
1.000000	28.000000	988.299765	386.298859	1.000000	4.000000
1.000000	29.000000	1057.842784	377.504955	1.000000	1.000000
1.000000	30.000000	1210.817967	372.181041	1.000000	4.000000
1.000000	31.000000	229.190788	437.286904	1.000000	4.000000
1.000000	32.000000	332.964013	483.267402	1.000000	3.000000
1.000000	33.000000	423.596408	491.759887	1.000000	1.000000
1.000000	34.000000	516.196414	447.184649	1.000000	1.000000
1.000000	35.000000	638.878160	506.408766	1.000000	2.000000
1.000000	36.000000	730.545357	487.847933	1.000000	2.000000
1.000000	37.000000	873.335857	476.999707	1.000000	3.000000
1.000000	38.000000	991.128156	500.209802	1.000000	2.000000
1.000000	39.000000	1091.219346	465.664979	1.000000	3.000000
1.000000	40.000000	1222.121442	436.326873	1.000000	3.000000
1.000000	41.000000	192.027862	599.785603	1.000000	3.000000
1.000000	42.000000	293.166279	590.679983	1.000000	3.000000
1.000000	43.000000	439.953882	546.082478	1.000000	2.000000
1.000000	44.000000	550.653845	613.712291	1.000000	1.000000
1.000000	45.000000	631.721155	566.385920	1.000000	2.000000
1.000000	46.000000	779.044177	597.614481	1.000000	1.000000
1.000000	47.000000	869.954664	570.951803	1.000000	1.000000
1.000000	48.000000	1001.890131	561.749899	1.000000	3.000000
1.000000	49.000000	1060.515218	612.738547	1.000000	4.000000
1.000000	50.000000	1178.818233	555.728610	1.000000	3.000000
1.000000	51.000000	205.295610	687.636619	1.000000	2.000000
1.000000	52.000000	305.439394	659.028386	1.000000	1.000000
1.000000	53.000000	406.759649	699.222304	1.000000	3.000000
1.000000	54.000000	547.916903	650.762840	1.000000	3.000000
