AdaptChoice	Code = 58	Session = 2	Starting Dist Col = 1
Targ 1 = 	255.000000	0.000000	0.000000	
Targ 2 = 	0.000000	0.000000	255.000000	
SubNo	Trial	Block_trial	Block_num	Plateau_cond	Transition_cond	Run_number	Targ1_position	Targ2_position	FixationCheck	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RT	Optimal_Choice	StarEndOptimal	Repeat_Switch
58	1	1	0	1	0	1	35	46	0	4	3	3	2	1	8267	1	1	NaN
58	2	2	0	1	0	2	8	5	0	2	4	2	1	1	5288	0	2	2
58	3	3	0	1	0	3	54	9	0	5	4	4	2	1	3512	1	1	2
58	4	4	0	1	0	4	19	4	0	2	4	2	1	1	6005	0	2	2
58	5	5	0	1	0	5	24	5	0	4	3	3	2	1	5140	1	1	2
58	6	6	0	0	1	6	2	8	0	4	2	4	1	1	7902	0	2	2
58	7	7	0	0	1	7	29	3	0	4	3	3	2	1	8347	1	1	2
58	8	8	0	0	1	8	46	50	0	2	4	2	1	1	8074	0	2	2
58	9	9	0	0	1	9	11	20	0	4	5	4	1	1	8499	NaN	2	1
58	10	10	0	0	1	10	49	40	0	5	2	2	2	1	6889	0	1	2
58	1	1	1	1	0	1	20	50	0	4	2	2	2	1	3431	1	1	NaN
58	2	2	1	1	0	2	50	11	0	2	3	3	2	1	1554	1	1	1
58	3	3	1	1	0	3	52	41	0	3	2	2	2	1	5255	1	1	1
58	4	4	1	1	0	4	46	20	0	3	4	3	1	1	4332	0	2	2
58	5	5	1	1	0	5	21	14	0	2	5	2	1	1	10225	0	2	1
58	6	6	1	0	1	6	27	53	0	4	5	4	1	1	4762	0	2	1
58	7	7	1	0	1	7	39	25	0	5	4	5	1	1	5996	0	2	1
58	8	8	1	0	1	8	4	7	0	5	2	5	1	1	5939	0	2	1
58	9	9	1	0	1	9	35	51	0	4	3	3	2	1	8773	NaN	1	2
58	10	10	1	0	1	10	27	49	0	5	3	3	2	1	3252	0	1	1
58	11	11	1	0	1	11	16	17	0	5	4	5	1	1	3988	1	2	2
58	12	12	1	0	1	12	41	2	0	2	3	3	2	1	2510	0	1	2
58	13	13	1	2	0	1	42	49	0	3	2	2	2	1	1395	0	2	1
58	14	14	1	2	0	2	22	24	0	5	2	2	2	1	1364	0	2	1
58	15	15	1	2	0	3	51	47	0	4	5	5	2	1	8030	0	2	1
58	16	16	1	2	0	4	42	47	0	4	3	3	2	1	1538	0	2	1
58	17	17	1	2	0	5	36	2	0	3	2	2	2	1	5435	0	2	1
58	18	18	1	0	2	6	21	52	0	3	4	4	2	1	1871	0	2	1
58	19	19	1	0	2	7	52	54	0	2	4	4	2	1	7790	0	2	1
58	20	20	1	0	2	8	16	51	0	5	2	5	1	1	5281	1	1	2
58	21	21	1	0	2	9	34	28	0	4	5	5	2	1	966	NaN	2	2
58	22	22	1	0	2	10	14	7	0	2	3	3	2	1	2127	1	2	1
58	23	23	1	0	2	11	21	51	0	2	4	4	2	1	7968	1	2	1
58	24	24	1	0	2	12	13	7	0	5	4	4	2	1	3067	1	2	1
58	25	25	1	1	0	1	53	43	0	2	5	5	2	1	2035	1	1	1
58	26	26	1	1	0	2	4	33	0	5	2	2	2	1	2190	1	1	1
58	27	27	1	1	0	3	11	25	0	4	2	2	2	1	3456	1	1	1
58	28	28	1	1	0	4	9	8	0	3	5	5	2	1	4483	1	1	1
58	29	29	1	1	0	5	24	44	0	5	3	3	2	1	2664	1	1	1
58	30	30	1	0	1	6	32	43	0	2	3	2	1	1	2235	0	2	2
58	31	31	1	0	1	7	23	10	0	2	3	3	2	1	1038	1	1	2
58	32	32	1	0	1	8	6	16	0	5	3	3	2	1	2353	1	1	1
58	33	33	1	0	1	9	22	32	0	3	4	4	2	1	4246	NaN	1	1
58	34	34	1	0	1	10	20	30	0	5	4	4	2	1	4550	0	1	1
58	35	35	1	0	1	11	13	36	0	3	5	5	2	1	2236	0	1	1
58	36	36	1	0	1	12	19	4	0	3	4	4	2	1	1983	0	1	1
58	37	37	1	2	0	1	21	8	0	4	3	3	2	1	2172	0	2	1
58	38	38	1	2	0	2	37	51	0	5	4	4	2	1	7190	0	2	1
58	39	39	1	2	0	3	10	24	0	3	5	5	2	1	2945	0	2	1
58	40	40	1	2	0	4	45	35	0	5	3	3	2	1	3354	0	2	1
58	41	41	1	2	0	5	23	44	0	2	5	5	2	1	3120	0	2	1
58	42	42	1	0	2	6	33	38	0	5	2	2	2	1	2793	0	2	1
58	43	43	1	0	2	7	21	3	0	3	2	2	2	1	907	0	2	1
58	44	44	1	0	2	8	52	17	0	2	3	3	2	1	1071	0	2	1
58	45	45	1	0	2	9	1	6	0	5	3	3	2	1	4366	NaN	2	1
58	46	46	1	0	2	10	25	45	0	4	5	5	2	1	2896	1	2	1
58	47	47	1	0	2	11	46	53	0	2	3	3	2	1	2545	1	2	1
58	48	48	1	0	2	12	2	9	0	3	4	4	2	1	1562	1	2	1
58	49	49	1	1	0	1	44	28	0	5	4	4	2	1	1267	1	1	1
58	50	50	1	1	0	2	33	31	0	3	4	4	2	1	3874	1	1	1
58	51	51	1	1	0	3	12	30	0	4	2	2	2	1	1386	1	1	1
58	52	52	1	1	0	4	52	20	0	4	5	5	2	1	2948	1	1	1
58	53	53	1	1	0	5	21	49	0	5	3	3	2	1	4938	1	1	1
58	54	54	1	0	1	6	8	52	0	4	2	2	2	1	1491	1	1	1
58	55	55	1	0	1	7	38	17	0	5	3	3	2	1	1743	1	1	1
58	56	56	1	0	1	8	33	20	0	4	2	2	2	1	1320	1	1	1
58	57	57	1	0	1	9	19	53	0	4	3	3	2	1	2976	NaN	1	1
58	58	58	1	0	1	10	30	42	0	3	2	2	2	1	3254	0	1	1
58	59	59	1	0	1	11	14	16	0	3	5	5	2	1	7506	0	1	1
58	60	60	1	0	1	12	4	44	0	2	4	4	2	1	4064	0	1	1
58	61	61	1	2	0	1	28	13	0	3	5	5	2	1	3284	0	2	1
58	62	62	1	2	0	2	35	5	0	5	3	3	2	1	2840	0	2	1
58	63	63	1	2	0	3	48	26	0	4	5	5	2	1	2219	0	2	1
58	64	64	1	2	0	4	8	10	0	3	2	2	2	1	1021	0	2	1
58	65	65	1	2	0	5	31	7	0	2	5	5	2	1	5364	0	2	1
58	66	66	1	0	2	6	51	19	0	5	2	2	2	1	1358	0	2	1
58	67	67	1	0	2	7	6	29	0	4	5	5	2	1	3855	0	2	1
58	68	68	1	0	2	8	38	18	0	3	4	4	2	1	6099	0	2	1
58	69	69	1	0	2	9	41	27	0	3	5	5	2	1	2452	NaN	2	1
58	70	70	1	0	2	10	42	54	0	3	5	5	2	1	3219	1	2	1
58	71	71	1	0	2	11	3	26	0	2	5	5	2	1	3994	1	2	1
58	72	72	1	0	2	12	21	47	0	2	5	5	2	1	1116	1	2	1
58	73	73	1	1	0	1	15	28	0	4	3	3	2	1	2373	1	1	1
58	74	74	1	1	0	2	1	23	0	2	3	3	2	1	1938	1	1	1
58	75	75	1	1	0	3	19	42	0	5	4	4	2	1	3476	1	1	1
58	76	76	1	1	0	4	49	3	0	4	2	2	2	1	1751	1	1	1
58	77	77	1	1	0	5	21	50	0	4	2	2	2	1	2020	1	1	1
58	78	78	1	0	1	6	30	26	0	5	2	2	2	1	903	1	1	1
58	79	79	1	0	1	7	11	5	0	2	4	4	2	1	4947	1	1	1
58	80	80	1	0	1	8	19	4	0	4	2	2	2	1	741	1	1	1
58	81	81	1	0	1	9	11	20	0	2	5	5	2	1	1937	NaN	1	1
58	82	82	1	0	1	10	21	37	0	4	3	3	2	1	2238	0	1	1
58	83	83	1	0	1	11	49	14	0	4	3	3	2	1	1729	0	1	1
58	84	84	1	0	1	12	2	31	0	4	3	3	2	1	3661	0	1	1
58	85	85	1	2	0	1	48	3	0	5	4	3	0	0	5077	NaN	NaN	2
58	86	86	1	2	0	2	45	18	0	2	4	4	2	1	6200	0	2	NaN
58	87	87	1	2	0	3	8	35	0	4	5	5	2	1	2072	0	2	1
58	88	88	1	2	0	4	20	46	0	3	2	2	2	1	5263	0	2	1
58	89	89	1	2	0	5	26	24	0	3	2	2	2	1	2164	0	2	1
58	90	90	1	0	2	6	37	15	0	2	4	4	2	1	3277	0	2	1
58	91	91	1	0	2	7	54	37	0	5	2	2	2	1	2985	0	2	1
58	92	92	1	0	2	8	42	22	0	3	4	4	2	1	5739	0	2	1
58	93	93	1	0	2	9	20	37	0	2	4	4	2	1	1673	NaN	2	1
58	94	94	1	0	2	10	35	36	0	3	5	5	2	1	1633	1	2	1
58	95	95	1	0	2	11	42	38	0	2	5	5	2	1	3867	1	2	1
58	96	96	1	0	2	12	4	29	0	2	4	4	2	1	6043	1	2	1
58	97	1	2	1	0	1	54	18	0	4	3	3	2	1	4465	1	1	NaN
58	98	2	2	1	0	2	39	45	0	2	4	2	1	1	6945	0	2	2
58	99	3	2	1	0	3	9	3	0	2	3	3	2	1	964	1	1	2
58	100	4	2	1	0	4	49	15	0	2	5	2	1	1	2893	0	2	2
58	101	5	2	1	0	5	19	45	0	5	2	2	2	1	1253	1	1	2
58	102	6	2	0	1	6	5	1	0	2	3	3	2	1	2536	1	1	1
58	103	7	2	0	1	7	22	11	0	3	5	3	1	1	2365	0	2	2
58	104	8	2	0	1	8	52	23	0	2	5	5	2	1	9646	1	1	2
58	105	9	2	0	1	9	45	29	0	3	2	2	2	1	1679	NaN	1	1
58	106	10	2	0	1	10	13	39	0	3	4	4	2	1	3187	0	1	1
58	107	11	2	0	1	11	41	12	0	5	3	3	2	1	1605	0	1	1
58	108	12	2	0	1	12	41	27	0	4	2	2	2	1	3939	0	1	1
