AdaptChoice	Code = 47	Session = 1	Starting Dist Col = 1
Targ 1 = 	255.000000	0.000000	0.000000	
Targ 2 = 	0.000000	0.000000	255.000000	
SubNo	Trial	Block_trial	Block_num	Plateau_cond	Transition_cond	Run_number	Targ1_position	Targ2_position	FixationCheck	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RT	Optimal_Choice	StarEndOptimal	Repeat_Switch
47	1	1	0	1	0	1	31	39	0	2	4	4	2	1	3607	1	1	NaN
47	2	2	0	1	0	2	13	1	0	2	4	4	2	1	10269	1	1	1
47	3	3	0	1	0	3	7	45	0	3	2	4	0	0	12446	NaN	NaN	2
47	4	4	0	1	0	4	32	51	0	3	5	4	0	0	3807	NaN	NaN	NaN
47	5	5	0	1	0	5	51	49	0	2	3	3	2	1	6937	1	1	NaN
47	6	6	0	0	1	6	40	29	0	2	5	2	1	1	8139	0	2	2
47	7	7	0	0	1	7	47	8	0	3	5	3	1	1	6198	0	2	1
47	8	8	0	0	1	8	4	45	0	3	4	4	2	1	5845	1	1	2
47	9	9	0	0	1	9	36	10	0	4	5	3	0	0	11357	NaN	NaN	2
47	10	10	0	0	1	10	26	3	0	3	4	4	2	1	8012	0	1	NaN
47	1	1	1	1	0	1	20	44	0	3	2	3	1	1	1812	0	2	NaN
47	2	2	1	1	0	2	7	43	0	4	3	2	0	0	4598	NaN	NaN	2
47	3	3	1	1	0	3	3	1	0	4	5	4	1	1	10452	0	2	NaN
47	4	4	1	1	0	4	17	49	0	4	2	2	2	1	2730	1	1	2
47	5	5	1	1	0	5	24	19	0	4	2	4	1	1	3047	0	2	2
47	6	6	1	0	1	6	54	23	0	2	5	5	2	1	2118	1	1	2
47	7	7	1	0	1	7	30	4	0	3	4	4	2	1	2023	1	1	1
47	8	8	1	0	1	8	27	10	0	2	3	3	2	1	1149	1	1	1
47	9	9	1	0	1	9	29	45	0	3	2	2	2	1	6290	NaN	1	1
47	10	10	1	0	1	10	24	11	0	3	2	4	0	0	2051	NaN	NaN	2
47	11	11	1	0	1	11	48	40	0	3	2	3	1	1	6674	1	2	NaN
47	12	12	1	0	1	12	34	17	0	5	2	5	1	1	11962	1	2	1
47	13	13	1	2	0	1	9	41	0	3	5	5	2	1	3742	0	2	2
47	14	14	1	2	0	2	54	35	0	5	4	4	2	1	3608	0	2	1
47	15	15	1	2	0	3	24	54	0	4	2	4	1	1	2539	1	1	2
47	16	16	1	2	0	4	6	3	0	2	5	2	1	1	3795	1	1	1
47	17	17	1	2	0	5	31	26	0	5	2	2	2	1	6982	0	2	2
47	18	18	1	0	2	6	13	16	0	5	4	5	1	1	6501	1	1	2
47	19	19	1	0	2	7	34	24	0	5	3	5	1	1	1102	1	1	1
47	20	20	1	0	2	8	5	47	0	4	3	4	1	1	1706	1	1	1
47	21	21	1	0	2	9	6	45	0	2	5	5	2	1	2354	NaN	2	2
47	22	22	1	0	2	10	45	6	0	3	4	4	2	1	1527	1	2	1
47	23	23	1	0	2	11	19	4	0	4	3	4	1	1	1400	0	1	2
47	24	24	1	0	2	12	22	6	0	5	3	5	1	1	3450	0	1	1
47	25	25	1	1	0	1	24	44	0	2	3	4	0	0	5421	NaN	NaN	2
47	26	26	1	1	0	2	44	41	0	3	2	3	1	1	2135	0	2	NaN
47	27	27	1	1	0	3	43	36	0	2	4	2	1	1	1160	0	2	1
47	28	28	1	1	0	4	36	23	0	5	4	4	2	1	1677	1	1	2
47	29	29	1	1	0	5	45	28	0	3	2	3	1	1	1832	0	2	2
47	30	30	1	0	1	6	12	53	0	2	4	2	1	1	6507	0	2	1
47	31	31	1	0	1	7	46	49	0	4	3	3	2	1	7220	1	1	2
47	32	32	1	0	1	8	31	33	0	2	4	2	1	1	3896	0	2	2
47	33	33	1	0	1	9	8	44	0	3	4	3	1	1	4104	NaN	2	1
47	34	34	1	0	1	10	15	46	0	4	2	4	1	1	2969	1	2	1
47	35	35	1	0	1	11	3	38	0	2	3	2	1	1	5054	1	2	1
47	36	36	1	0	1	12	46	43	0	2	5	2	1	1	1310	1	2	1
