AdaptChoice	Code = 19	Session = 1	Starting Dist Col = 1
Targ 1 = 	255.000000	0.000000	0.000000	
Targ 2 = 	0.000000	0.000000	255.000000	
SubNo	Trial	Block_trial	Block_num	Plateau_cond	Transition_cond	Run_number	Targ1_position	Targ2_position	FixationCheck	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RT	Optimal_Choice	StarEndOptimal	Repeat_Switch
19	1	1	0	1	0	1	22	32	0	2	3	3	2	1	16746	1	1	NaN
19	2	2	0	1	0	2	21	49	0	4	5	2	0	0	4098	NaN	NaN	2
19	3	3	0	1	0	3	30	29	0	3	2	2	2	1	4268	1	1	NaN
19	4	4	0	1	0	4	14	16	0	5	3	5	1	1	8883	0	2	2
19	5	5	0	1	0	5	22	40	0	3	5	3	1	1	4982	0	2	1
19	6	6	0	0	1	6	30	17	0	4	5	5	2	1	3904	1	1	2
19	7	7	0	0	1	7	41	2	0	3	4	4	2	1	8179	1	1	1
19	8	8	0	0	1	8	25	15	0	3	4	4	2	1	1456	1	1	1
19	9	9	0	0	1	9	2	14	0	3	5	5	2	1	1523	NaN	1	1
19	10	10	0	0	1	10	40	50	0	5	3	3	2	1	3282	0	1	1
19	1	1	1	1	0	1	28	15	0	5	2	3	0	0	1623	NaN	NaN	NaN
19	2	2	1	1	0	2	7	41	0	5	2	2	2	1	3251	1	1	NaN
19	3	3	1	1	0	3	12	54	0	5	3	3	2	1	2826	1	1	1
19	4	4	1	1	0	4	20	39	0	3	4	4	2	1	2939	1	1	1
19	5	5	1	1	0	5	27	54	0	2	3	3	2	1	2043	1	1	1
19	6	6	1	0	1	6	45	53	0	5	4	4	2	1	1285	1	1	1
19	7	7	1	0	1	7	38	31	0	4	2	2	2	1	1400	1	1	1
19	8	8	1	0	1	8	51	33	0	5	4	4	2	1	1734	1	1	1
19	9	9	1	0	1	9	26	43	0	4	3	3	2	1	2666	NaN	1	1
19	10	10	1	0	1	10	40	28	0	3	2	2	2	1	1360	0	1	1
19	11	11	1	0	1	11	14	48	0	4	5	5	2	1	2469	0	1	1
19	12	12	1	0	1	12	50	46	0	3	4	4	2	1	3532	0	1	1
19	13	13	1	2	0	1	9	13	0	4	2	2	2	1	2136	0	2	1
19	14	14	1	2	0	2	28	24	0	2	4	4	2	1	2971	0	2	1
19	15	15	1	2	0	3	33	17	0	2	4	4	2	1	1008	0	2	1
19	16	16	1	2	0	4	18	54	0	4	3	3	2	1	1622	0	2	1
19	17	17	1	2	0	5	35	47	0	4	3	3	2	1	2703	0	2	1
19	18	18	1	0	2	6	2	30	0	3	2	2	2	1	1350	0	2	1
19	19	19	1	0	2	7	48	14	0	5	4	4	2	1	3727	0	2	1
19	20	20	1	0	2	8	39	26	0	3	5	5	2	1	3594	0	2	1
19	21	21	1	0	2	9	52	23	0	3	2	3	1	1	2808	NaN	1	2
19	22	22	1	0	2	10	54	16	0	2	5	5	2	1	2373	1	2	2
19	23	23	1	0	2	11	45	3	0	4	3	3	2	1	2446	1	2	1
19	24	24	1	0	2	12	35	16	0	2	5	5	2	1	3428	1	2	1
19	25	25	1	1	0	1	5	23	0	5	2	2	2	1	2701	1	1	1
19	26	26	1	1	0	2	15	34	0	5	3	3	2	1	1465	1	1	1
19	27	27	1	1	0	3	33	38	0	4	3	3	2	1	1631	1	1	1
19	28	28	1	1	0	4	18	24	0	4	3	3	2	1	3561	1	1	1
19	29	29	1	1	0	5	12	25	0	3	2	2	2	1	1126	1	1	1
19	30	30	1	0	1	6	48	52	0	2	5	5	2	1	2053	1	1	1
19	31	31	1	0	1	7	17	1	0	2	3	3	2	1	3888	1	1	1
19	32	32	1	0	1	8	42	30	0	4	5	5	2	1	1351	1	1	1
19	33	33	1	0	1	9	18	38	0	2	5	5	2	1	1235	NaN	1	1
19	34	34	1	0	1	10	10	39	0	4	3	3	2	1	1677	0	1	1
19	35	35	1	0	1	11	25	12	0	5	2	2	2	1	2767	0	1	1
19	36	36	1	0	1	12	7	35	0	3	5	5	2	1	1256	0	1	1
19	37	37	1	2	0	1	14	2	0	2	3	3	2	1	1891	0	2	1
19	38	38	1	2	0	2	7	38	0	5	2	2	2	1	2426	0	2	1
19	39	39	1	2	0	3	32	54	0	4	2	2	2	1	3272	0	2	1
19	40	40	1	2	0	4	52	30	0	5	4	5	1	1	4150	1	1	2
19	41	41	1	2	0	5	14	31	0	5	3	5	1	1	1507	1	1	1
19	42	42	1	0	2	6	48	38	0	4	5	5	2	1	1678	0	2	2
19	43	43	1	0	2	7	53	32	0	3	2	2	2	1	3273	0	2	1
19	44	44	1	0	2	8	15	47	0	2	4	2	1	1	1304	1	1	2
19	45	45	1	0	2	9	12	18	0	3	5	3	1	1	1244	NaN	1	1
19	46	46	1	0	2	10	34	33	0	2	3	2	1	1	4330	0	1	1
19	47	47	1	0	2	11	26	50	0	4	2	4	1	1	2166	0	1	1
19	48	48	1	0	2	12	48	2	0	2	5	2	1	1	2743	0	1	1
19	49	49	1	1	0	1	8	27	0	4	2	2	2	1	3287	1	1	2
19	50	50	1	1	0	2	54	13	0	3	5	5	2	1	1578	1	1	1
19	51	51	1	1	0	3	35	38	0	3	4	3	1	1	2103	0	2	2
19	52	52	1	1	0	4	53	50	0	2	3	3	2	1	4418	1	1	2
19	53	53	1	1	0	5	46	2	0	3	4	4	2	1	1936	1	1	1
19	54	54	1	0	1	6	13	34	0	5	2	2	2	1	1448	1	1	1
19	55	55	1	0	1	7	42	50	0	2	4	4	2	1	2390	1	1	1
19	56	56	1	0	1	8	45	35	0	5	4	4	2	1	1359	1	1	1
19	57	57	1	0	1	9	27	28	0	3	4	4	2	1	1196	NaN	1	1
19	58	58	1	0	1	10	4	39	0	4	2	4	1	1	2585	1	2	2
19	59	59	1	0	1	11	49	19	0	2	4	2	1	1	3234	1	2	1
