MultiTargForag_1	Participant_Code = 3								
Search_Type = 2	CB_Targets = 3								
Trial	Click_Num	Target_Click_Order	Click_X	Click_y	Item_selected	Item_X	Item_Y	Target_Set	RT
1	1	1	270	133	2	259.614574	142.869794	1	1.781658
1	2	2	185	136	1	184.820538	138.388103	2	2.265408
1	3	3	190	211	11	189.642631	213.527004	2	2.602639
1	4	4	271	206	12	260.345707	216.085066	2	2.969454
1	5	5	411	280	24	403.989958	284.323835	1	4.115327
1	6	6	270	345	32	260.183625	344.313225	2	5.545884
1	7	7	180	425	41	182.783432	429.019277	1	6.411044
1	8	8	253	463	52	262.608834	477.206987	1	6.802108
1	9	9	330	570	63	323.444426	560.329325	1	7.529481
1	10	10	179	639	71	179.198623	642.8722	1	8.145824
1	11	11	250	642	72	252.327974	647.127023	2	8.618269
1	12	12	478	620	75	479.823189	615.189158	2	9.27449
1	13	13	629	575	67	621.280891	573.45848	2	9.929674
1	14	14	473	568	65	473.883206	562.803542	1	10.354187
1	15	15	417	642	74	407.583879	635.935148	1	10.706713
1	16	16	559	480	56	551.257543	475.679789	2	11.186123
1	17	17	611	417	47	624.219218	414.427105	2	11.794256
1	18	18	486	439	45	468.969487	430.529878	2	12.289219
1	19	19	415	422	44	402.741435	431.507108	2	12.657218
1	20	20	494	270	25	483.178598	292.373019	2	13.04901
1	21	21	409	184	14	408.616826	192.032296	2	13.594738
1	22	22	414	127	4	408.567733	118.336412	2	14.09947
1	23	23	469	129	5	473.317045	140.105254	1	14.419
1	24	24	528	185	16	547.31881	200.234363	1	14.865798
1	25	25	627	179	17	628.680566	196.830945	1	15.539306
1	26	26	546	335	36	548.063647	352.359984	1	16.194457
1	27	27	698	335	38	686.932087	346.405755	1	16.714099
1	28	28	689	622	78	689.426904	630.91112	1	17.635283
1	29	29	761	613	79	761.041176	624.99291	2	18.898028
1	30	30	847	588	70	841.754734	575.624592	1	19.417328
1	31	31	780	514	59	771.872765	502.4712	1	19.857721
1	32	32	855	625	80	844.917629	632.763318	2	20.337909
1	33	33	839	490	60	834.522578	481.492228	1	20.786378
1	34	34	753	420	49	761.958016	420.752845	1	21.25808
1	35	35	780	335	39	772.173694	340.204973	2	22.92298
1	36	36	691	460	58	684.705271	474.292266	2	23.60143
1	37	37	761	152	9	759.243607	152.411462	1	24.674772
1	38	38	709	127	8	698.404681	131.565918	1	25.034566
1	39	39	629	120	7	628.562552	124.25667	2	25.362352
1	40	40	834	121	10	834.32159	139.458217	2	25.850296
2	1	1	459	215	15	468.37733	211.926552	1	1.685803
2	2	2	610	203	17	613.521359	196.624429	1	2.286955
