MultiTargForag_1	Participant_Code = 4								
Search_Type = 2	CB_Targets = 3								
Trial	Click_Num	Target_Click_Order	Click_X	Click_y	Item_selected	Item_X	Item_Y	Target_Set	RT
1	1	1	255	119	2	263.204849	135.910954	1	1.117005
1	2	2	186	112	1	180.738462	118.55336	2	1.625564
1	3	3	271	201	12	265.387116	210.975997	1	2.265575
1	4	4	325	135	3	322.903084	139.305428	1	2.705661
1	5	0	499	120	5	471.242959	124.544078	4	3.242091
1	6	0	499	120	5	471.242959	124.544078	4	3.418633
1	7	5	413	180	14	403.224922	191.834707	2	4.106357
1	8	6	340	424	43	330.3284	434.854122	1	6.682437
1	9	7	330	345	33	335.348887	342.043692	2	7.664325
1	10	8	191	285	21	186.43629	289.253632	2	8.170243
1	11	9	180	623	71	179.696186	629.452689	2	9.810329
1	12	10	182	557	61	177.92899	547.357406	2	10.186093
1	13	11	271	629	72	266.651948	641.691466	2	10.818347
1	14	12	327	551	63	322.710767	559.363777	2	11.312419
1	15	13	333	636	73	333.507162	644.603072	2	11.850443
1	16	14	176	490	51	179.707507	490.515166	1	12.440314
1	17	15	474	482	55	472.559387	474.855147	2	13.944992
1	18	16	572	508	56	549.858151	505.776068	1	14.448499
1	19	17	484	638	75	481.181334	642.918481	1	14.953691
1	20	18	564	575	66	556.304021	576.157261	2	15.570115
1	21	19	552	618	76	549.870152	623.4068	2	15.905549
1	22	20	617	545	67	618.067084	554.513415	1	16.353716
1	23	21	415	419	44	402.612952	413.377554	1	17.297592
1	24	22	548	260	26	542.577434	275.614277	2	21.841104
1	25	23	619	220	17	614.985724	219.415841	2	22.408554
1	26	24	615	262	27	613.065544	275.304016	1	22.84118
1	27	25	707	200	18	697.388446	200.898695	1	23.30435
1	28	26	699	271	28	693.354454	292.394748	1	23.704703
1	29	27	756	269	29	758.86874	280.52581	1	24.050457
1	30	28	775	207	19	768.870136	195.566062	2	24.450017
1	31	29	772	127	9	771.608785	142.758142	2	24.776665
1	32	30	842	138	10	839.933886	141.213305	1	25.418185
1	33	31	829	263	30	830.882681	261.021456	2	25.840618
1	34	32	836	322	40	837.944129	336.7354	2	26.233029
1	35	33	695	416	48	684.834469	429.616134	1	27.360749
1	36	34	694	489	58	697.164591	505.458258	1	27.83397
1	37	35	753	480	59	761.474488	494.032391	1	28.264975
1	38	36	783	627	79	764.572201	621.591611	1	28.985205
1	39	37	551	418	46	540.638492	410.594098	1	30.450466
1	40	38	632	401	47	627.946631	417.70695	2	31.248457
1	41	39	626	475	57	616.406286	485.029114	2	31.834147
1	42	40	840	629	80	841.376469	644.061499	1	35.114309
2	1	1	194	132	1	186.649718	124.478081	2	4.144754
2	2	2	191	263	21	181.832636	267.584775	1	5.336951
2	3	3	255	225	12	250.643298	215.776777	2	5.712422
2	4	4	260	299	22	250.139282	294.457331	2	6.14453
2	5	5	183	331	31	182.600313	332.315585	2	6.50492
2	6	6	176	408	41	184.682474	417.489102	2	6.952368
2	7	7	255	355	32	262.586198	346.534984	1	7.688933
2	8	8	264	409	42	259.620257	412.390824	2	8.128397
2	9	9	330	416	43	331.59903	424.009661	2	8.576782
2	10	10	397	407	44	406.933916	411.861664	2	8.976521
2	11	11	338	355	33	335.411892	335.92424	2	9.472429
2	12	12	377	492	54	395.53224	497.275125	1	10.071599
2	13	13	333	570	63	322.820973	562.065011	2	13.672075
2	14	14	196	581	61	194.32913	574.147311	1	14.216108
2	15	15	283	647	72	266.405957	645.081446	1	14.552029
2	16	16	330	645	73	325.303828	643.023154	1	14.831689
2	17	17	408	643	74	407.707814	624.51728	2	16.577024
2	18	18	472	650	75	478.104457	649.881195	2	16.912373
2	19	19	532	566	66	545.912174	565.606168	1	17.590811
