MultiTargForag_1	Participant_Code = 1								
Search_Type = 1	CB_Targets = 1								
Trial	Click_Num	Target_Click_Order	Click_X	Click_y	Item_selected	Item_X	Item_Y	Target_Set	RT
1	1	1	555	350	36	551.785176	341.948545	2	2.105466
1	2	2	566	286	26	556.673262	270.164247	1	2.789332
1	3	3	632	280	27	612.764101	278.062041	1	3.391614
1	4	4	626	345	37	612.690019	354.283953	1	3.918856
1	5	5	625	389	47	615.586702	408.226192	1	4.391511
1	6	6	556	409	46	546.165693	408.484713	2	4.901875
1	7	7	541	468	56	541.743704	486.006558	2	5.334088
1	8	8	480	437	45	470.827619	429.310492	1	5.829705
1	9	9	409	405	44	410.42495	403.169358	1	6.310244
1	10	10	412	463	54	408.581678	482.131364	1	7.381701
1	11	11	353	476	53	338.963516	489.353614	2	8.030926
1	12	12	325	564	63	328.346505	555.471133	1	8.918736
1	13	13	413	543	64	409.789186	544.319478	2	9.421743
1	14	14	476	543	65	481.040997	545.98647	1	9.974733
1	15	15	245	610	72	250.817426	623.121199	2	10.758389
1	16	16	198	559	61	193.41524	550.418076	2	11.463075
1	17	17	180	419	41	184.314913	412.369481	2	12.237507
1	18	18	179	267	21	187.229699	275.529488	3	13.37388
2	1	1	339	284	23	337.156217	280.263132	2	7.781395
2	2	2	322	201	13	323.096431	189.017768	1	13.846056
2	3	3	268	201	12	260.373932	201.630602	2	14.477691
2	4	4	260	157	2	258.005242	140.640505	1	15.309573
2	5	5	197	199	11	182.573945	201.205626	2	15.998322
2	6	6	258	336	32	253.209958	337.442843	1	16.756839
2	7	7	197	416	41	188.953072	402.771201	2	17.645559
2	8	8	192	480	51	179.972602	489.143871	1	18.141919
2	9	9	337	583	63	327.158196	569.942989	2	18.87832
2	10	10	257	626	72	264.604021	618.386779	2	19.462681
2	11	11	208	621	71	192.245753	614.731302	2	19.948991
2	12	12	386	643	74	401.242537	648.396975	2	20.501075
2	13	0	439	641	75	472.160586	634.348859	1	21.005206
2	14	13	469	637	75	472.160586	634.348859	1	21.406219
2	15	14	416	567	64	407.00835	550.760455	2	21.926851
2	16	0	457	532	55	481.090015	508.080678	2	22.494187
2	17	15	466	519	55	481.090015	508.080678	2	22.725234
2	18	16	542	558	66	544.281546	556.600684	2	23.325113
2	19	17	565	625	76	554.699851	628.279504	1	23.870005
2	20	18	606	622	77	616.075794	619.855325	1	24.333425
2	21	19	773	582	69	765.673098	568.418255	1	24.93441
2	22	20	826	572	70	845.552866	567.548402	2	25.405228
2	23	21	829	527	60	832.949018	505.510618	1	25.950492
2	24	0	711	503	58	690.881157	483.038111	1	26.526134
2	25	22	689	490	58	690.881157	483.038111	1	27.109656
2	26	23	553	484	56	550.089665	474.581467	2	27.653755
2	27	24	409	426	44	399.652642	413.374416	1	28.159086
2	28	25	356	424	43	334.337925	423.204283	2	28.646973
2	29	26	471	377	35	480.279816	356.341895	1	29.406432
2	30	0	484	307	25	471.851207	279.784656	1	30.134958
2	31	27	481	297	25	471.851207	279.784656	1	30.485046
2	32	28	556	329	36	548.215306	337.325005	2	30.982935
2	33	29	549	301	26	546.789935	287.16555	2	31.517135
2	34	30	552	220	16	548.673126	221.272499	2	32.149003
2	35	31	558	145	6	548.303447	139.557563	2	32.822638
2	36	32	413	127	4	400.794804	120.382845	1	33.414727
2	37	33	615	133	7	622.803878	126.252141	1	34.302797
2	38	34	710	128	8	698.880109	125.83361	1	34.967041
2	39	35	769	183	19	769.936973	199.349686	1	35.526506
2	40	36	834	212	20	839.620644	211.324627	2	36.126032
2	41	37	831	150	10	835.034875	130.59729	2	36.88699
2	42	38	713	343	38	698.291707	357.442863	1	37.718087
2	43	39	634	339	37	624.552524	338.240219	1	38.246156
2	44	40	630	390	47	618.165778	410.185893	1	38.766339
3	1	1	549	291	26	545.214437	287.353774	2	1.375378
3	2	2	541	192	16	547.110768	193.544474	1	2.453805
3	3	3	465	213	15	477.960734	220.134445	2	2.886009
3	4	4	408	215	14	400.157508	223.403863	2	3.40589
3	5	5	411	292	24	399.748968	294.94623	2	3.941861
3	6	6	413	323	34	411.61026	338.982146	1	5.134874
3	7	7	345	277	23	338.258606	281.373786	1	5.655207
3	8	8	280	327	32	264.959293	332.112764	1	6.303085
3	9	9	174	268	21	187.381351	273.909783	2	7.118086
3	10	10	179	216	11	186.339059	216.188617	1	7.685196
3	11	11	327	420	43	331.253835	431.746164	2	8.349771
3	12	12	331	462	53	323.966816	474.385667	1	8.750647
3	13	13	183	486	51	189.773786	488.62607	1	9.375209
3	14	14	244	577	62	251.888772	574.567465	2	9.966089
3	15	15	199	601	71	191.075871	619.244081	1	10.422772
3	16	16	327	606	73	322.715147	620.421314	2	11.101276
3	17	17	405	616	74	408.82859	630.967929	2	11.598292
3	18	18	406	485	54	407.12247	478.070568	1	12.157981
3	19	19	472	415	45	478.877881	415.13396	1	12.861731
3	20	20	413	414	44	411.083062	410.512817	2	13.238085
3	21	21	481	482	55	470.122534	483.89172	2	13.751309
3	22	22	546	503	56	552.449952	505.628817	1	14.246656
3	23	23	544	560	66	542.602824	574.933205	2	14.71095
3	24	24	553	629	76	548.65265	641.251985	2	15.199336
3	25	25	629	632	77	619.554891	640.1392	2	15.613531
3	26	26	613	505	57	615.28804	496.92088	2	16.294908
3	27	27	612	549	67	614.177991	562.169736	1	16.662265
3	28	28	675	640	78	686.59942	650.114213	1	17.159341
3	29	29	700	499	58	699.517565	488.427828	1	17.966408
3	30	30	759	470	59	765.891117	476.150611	1	18.469648
3	31	31	763	453	49	763.43015	436.028755	1	18.966678
3	32	32	694	424	48	699.468379	420.802329	2	19.582778
3	33	33	620	410	47	615.651026	403.518351	1	19.974527
3	34	34	627	364	37	625.408282	353.003643	2	20.621657
3	35	35	774	323	39	759.281937	330.549078	1	21.487039
3	36	36	839	284	30	833.329032	274.255292	1	22.135394
3	37	37	855	207	20	846.303372	198.143498	2	23.1187
3	38	38	699	204	18	685.134209	206.962598	2	23.647186
3	39	39	756	149	9	758.578715	144.183537	1	24.133748
3	40	40	633	145	7	625.883424	141.448007	2	24.565886
4	1	1	470	149	5	472.786401	142.218809	2	1.091783
4	2	2	410	206	14	397.980671	213.035015	2	1.564421
4	3	3	323	281	23	330.382801	283.400079	2	2.020874
4	4	4	181	210	11	178.507006	216.142403	2	2.573702
4	5	5	256	430	42	252.709178	430.081218	2	3.365652
4	6	6	195	413	41	186.493341	414.921075	1	3.876598
4	7	7	192	268	21	191.331351	264.72218	1	4.420317
4	8	8	193	471	51	191.488089	479.436354	2	5.085197
4	9	0	188	523	61	181.589596	559.231827	1	5.675638
4	10	9	182	555	61	181.589596	559.231827	1	6.331611
4	11	10	261	479	52	254.976711	485.022644	2	6.876903
4	12	11	336	472	53	326.419535	473.325409	2	7.365128
4	13	0	375	417	44	402.254391	409.489816	1	7.949557
4	14	12	385	411	44	402.254391	409.489816	1	8.212703
4	15	13	418	356	34	408.30835	355.316568	2	8.740723
4	16	14	409	563	64	398.399373	561.97932	1	9.41324
4	17	15	422	631	74	411.125828	632.57705	2	9.853509
