MultiTargForag_2	Participant_Code = 72
Search_Type = 2	CB_Targets = 4
Trial	Item_Position_Num	Item_X	ItemY	Item_Shape	Item_Set
1.000000	1.000000	204.554201	132.098118	1.000000	2.000000
1.000000	2.000000	287.831171	181.168439	1.000000	2.000000
1.000000	3.000000	402.912138	141.475466	2.000000	4.000000
1.000000	4.000000	520.911737	162.897144	1.000000	3.000000
1.000000	5.000000	622.507311	170.867529	2.000000	4.000000
1.000000	6.000000	767.626237	149.861880	2.000000	4.000000
1.000000	7.000000	847.159571	138.393669	1.000000	2.000000
1.000000	8.000000	971.355120	168.509528	1.000000	3.000000
1.000000	9.000000	1101.304156	138.917547	2.000000	1.000000
1.000000	10.000000	1199.518312	188.443969	2.000000	4.000000
1.000000	11.000000	217.949612	225.812449	2.000000	4.000000
1.000000	12.000000	327.812327	232.300505	2.000000	4.000000
1.000000	13.000000	405.567036	287.554030	2.000000	1.000000
1.000000	14.000000	542.141682	232.695647	2.000000	4.000000
1.000000	15.000000	656.819682	256.827483	1.000000	2.000000
1.000000	16.000000	730.489899	294.339672	2.000000	1.000000
1.000000	17.000000	869.525665	275.742395	1.000000	2.000000
1.000000	18.000000	977.104417	224.686672	1.000000	2.000000
1.000000	19.000000	1091.464123	261.678304	2.000000	4.000000
1.000000	20.000000	1177.901712	224.314799	2.000000	1.000000
1.000000	21.000000	192.767650	399.619532	2.000000	1.000000
1.000000	22.000000	306.057103	368.842657	1.000000	2.000000
1.000000	23.000000	410.906732	342.689833	1.000000	3.000000
1.000000	24.000000	516.704178	333.771118	1.000000	3.000000
1.000000	25.000000	646.781587	333.492823	2.000000	4.000000
1.000000	26.000000	732.293518	388.507715	2.000000	1.000000
1.000000	27.000000	878.544087	364.918969	1.000000	2.000000
1.000000	28.000000	966.226286	380.297442	1.000000	3.000000
1.000000	29.000000	1095.084677	347.247375	2.000000	1.000000
1.000000	30.000000	1185.417311	384.984682	2.000000	1.000000
1.000000	31.000000	205.992152	444.012796	2.000000	1.000000
1.000000	32.000000	293.298756	451.615124	2.000000	4.000000
1.000000	33.000000	435.675834	443.740956	1.000000	3.000000
1.000000	34.000000	523.747799	491.234312	1.000000	3.000000
1.000000	35.000000	649.127339	474.446839	2.000000	1.000000
1.000000	36.000000	769.736631	464.572466	2.000000	1.000000
1.000000	37.000000	882.083466	472.567895	1.000000	2.000000
1.000000	38.000000	949.257506	494.554043	2.000000	4.000000
1.000000	39.000000	1095.960947	438.231534	1.000000	2.000000
1.000000	40.000000	1213.863853	497.246531	1.000000	2.000000
1.000000	41.000000	210.395812	570.048902	1.000000	2.000000
1.000000	42.000000	334.862105	581.266312	2.000000	1.000000
1.000000	43.000000	422.049650	574.678491	2.000000	4.000000
1.000000	44.000000	561.267131	542.500931	1.000000	2.000000
1.000000	45.000000	661.587383	578.238388	2.000000	4.000000
1.000000	46.000000	750.917955	610.691684	2.000000	4.000000
1.000000	47.000000	858.866239	545.797025	1.000000	3.000000
1.000000	48.000000	966.917695	590.683400	2.000000	4.000000
1.000000	49.000000	1110.605071	589.070936	2.000000	1.000000
1.000000	50.000000	1175.948115	566.897453	1.000000	3.000000
1.000000	51.000000	232.196414	692.152653	2.000000	1.000000
1.000000	52.000000	332.520525	659.120465	2.000000	4.000000
1.000000	53.000000	417.909637	697.619541	1.000000	2.000000
1.000000	54.000000	534.480943	665.963412	1.000000	3.000000
1.000000	55.000000	642.346935	702.083334	1.000000	3.000000
1.000000	56.000000	763.003996	651.584442	2.000000	1.000000
