AdaptChoice	Code = 68	Session = 2	Starting Dist Col = 1
Targ 1 = 	255.000000	0.000000	0.000000	
Targ 2 = 	0.000000	0.000000	255.000000	
SubNo	Trial	Block_trial	Block_num	Plateau_cond	Transition_cond	Run_number	Targ1_position	Targ2_position	FixationCheck	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RT	Optimal_Choice	StarEndOptimal	Repeat_Switch
68	1	1	0	1	0	1	33	44	0	2	3	3	2	1	4371	1	1	NaN
68	2	2	0	1	0	2	20	3	0	2	4	2	1	1	9813	0	2	2
68	3	3	0	1	0	3	54	6	0	5	4	4	2	1	3408	1	1	2
68	4	4	0	1	0	4	27	19	0	3	2	2	2	1	3195	1	1	1
68	5	5	0	1	0	5	50	48	0	3	2	2	2	1	2178	1	1	1
68	6	6	0	0	1	6	17	21	0	2	3	2	1	1	5111	0	2	2
68	7	7	0	0	1	7	54	10	0	4	3	5	0	0	4417	NaN	NaN	2
68	8	8	0	0	1	8	29	41	0	5	4	5	1	1	10915	0	2	NaN
68	9	9	0	0	1	9	48	16	0	3	5	5	2	1	6326	NaN	1	2
68	10	10	0	0	1	10	20	49	0	4	2	2	2	1	4651	0	1	1
68	1	1	1	1	0	1	1	18	0	3	5	5	2	1	4585	1	1	NaN
68	2	2	1	1	0	2	46	3	0	2	5	5	2	1	2972	1	1	1
68	3	3	1	1	0	3	23	45	0	3	2	2	2	1	1834	1	1	1
68	4	4	1	1	0	4	20	6	0	4	3	3	2	1	4045	1	1	1
68	5	5	1	1	0	5	43	20	0	2	4	4	2	1	2876	1	1	1
68	6	6	1	0	1	6	22	47	0	2	5	5	2	1	5132	1	1	1
68	7	7	1	0	1	7	4	2	0	5	3	3	2	1	1914	1	1	1
68	8	8	1	0	1	8	45	53	0	5	2	2	2	1	1250	1	1	1
68	9	9	1	0	1	9	15	32	0	4	5	5	2	1	4353	NaN	1	1
68	10	10	1	0	1	10	25	22	0	4	3	4	1	1	3695	1	2	2
68	11	11	1	0	1	11	22	27	0	2	4	2	1	1	2855	1	2	1
68	12	12	1	0	1	12	6	12	0	3	4	3	1	1	2555	1	2	1
68	13	13	1	2	0	1	39	47	0	3	5	3	1	1	3976	1	1	1
68	14	14	1	2	0	2	53	51	0	2	5	2	1	1	1455	1	1	1
68	15	15	1	2	0	3	46	22	0	2	4	2	1	1	4314	1	1	1
68	16	16	1	2	0	4	44	22	0	2	3	2	1	1	2115	1	1	1
68	17	17	1	2	0	5	40	12	0	2	4	2	1	1	2063	1	1	1
68	18	18	1	0	2	6	15	53	0	5	3	5	1	1	3171	1	1	1
68	19	19	1	0	2	7	6	35	0	3	2	3	1	1	3020	1	1	1
68	20	20	1	0	2	8	48	23	0	3	2	3	1	1	4147	1	1	1
68	21	21	1	0	2	9	50	27	0	3	5	3	1	1	4809	NaN	1	1
68	22	22	1	0	2	10	33	26	0	4	3	4	1	1	3540	0	1	1
68	23	23	1	0	2	11	29	11	0	4	5	4	1	1	1077	0	1	1
68	24	24	1	0	2	12	45	24	0	2	3	3	2	1	5373	1	2	2
68	25	25	1	1	0	1	44	25	0	4	2	2	2	1	1395	1	1	1
68	26	26	1	1	0	2	48	29	0	2	4	4	2	1	1649	1	1	1
68	27	27	1	1	0	3	20	41	0	5	4	4	2	1	2696	1	1	1
68	28	28	1	1	0	4	14	8	0	4	2	2	2	1	1545	1	1	1
68	29	29	1	1	0	5	31	47	0	4	3	3	2	1	3826	1	1	1
68	30	30	1	0	1	6	48	10	0	5	3	3	2	1	1977	1	1	1
68	31	31	1	0	1	7	46	53	0	3	4	4	2	1	1430	1	1	1
68	32	32	1	0	1	8	21	39	0	5	4	4	2	1	2213	1	1	1
68	33	33	1	0	1	9	47	27	0	2	3	3	2	1	2791	NaN	1	1
68	34	34	1	0	1	10	20	43	0	5	3	5	1	1	5057	1	2	2
68	35	35	1	0	1	11	9	33	0	4	2	4	1	1	1966	1	2	1
68	36	36	1	0	1	12	30	51	0	5	2	5	1	1	1207	1	2	1
68	37	37	1	2	0	1	23	53	0	3	2	3	1	1	3177	1	1	1
68	38	38	1	2	0	2	12	34	0	2	4	2	1	1	3095	1	1	1
68	39	39	1	2	0	3	4	32	0	2	3	2	1	1	4216	1	1	1
68	40	40	1	2	0	4	46	30	0	4	3	4	1	1	1899	1	1	1
68	41	41	1	2	0	5	17	50	0	4	2	4	1	1	3347	1	1	1
68	42	42	1	0	2	6	8	38	0	5	2	5	1	1	1444	1	1	1
68	43	43	1	0	2	7	28	15	0	2	3	2	1	1	1931	1	1	1
68	44	44	1	0	2	8	43	39	0	5	4	5	1	1	3003	1	1	1
68	45	45	1	0	2	9	49	16	0	3	4	3	1	1	2370	NaN	1	1
