MultiTargForag_2	Participant_Code = 64b
Search_Type = 1	CB_Targets = 1
Trial	Item_Position_Num	Item_X	ItemY	Item_Shape	Item_Set
1.000000	1.000000	230.202224	127.208440	1.000000	3.000000
1.000000	2.000000	322.262343	177.753973	1.000000	1.000000
1.000000	3.000000	425.415932	173.927713	1.000000	3.000000
1.000000	4.000000	509.757128	119.017533	1.000000	2.000000
1.000000	5.000000	625.725930	137.062129	1.000000	2.000000
1.000000	6.000000	741.441074	185.581157	1.000000	4.000000
1.000000	7.000000	840.410255	162.424898	1.000000	3.000000
1.000000	8.000000	1000.875713	135.283157	1.000000	3.000000
1.000000	9.000000	1112.187646	164.887774	1.000000	1.000000
1.000000	10.000000	1220.531336	137.043965	1.000000	1.000000
1.000000	11.000000	213.275572	281.437870	1.000000	2.000000
1.000000	12.000000	321.501323	234.141384	1.000000	1.000000
1.000000	13.000000	402.853520	285.463384	1.000000	4.000000
1.000000	14.000000	512.111586	254.390165	1.000000	1.000000
1.000000	15.000000	667.242346	263.838102	1.000000	2.000000
1.000000	16.000000	762.181962	272.931978	1.000000	2.000000
1.000000	17.000000	841.364274	287.289732	1.000000	3.000000
1.000000	18.000000	999.493672	228.009430	1.000000	2.000000
1.000000	19.000000	1104.008863	254.817739	1.000000	2.000000
1.000000	20.000000	1190.023229	250.203297	1.000000	3.000000
1.000000	21.000000	210.160627	378.339112	1.000000	4.000000
1.000000	22.000000	335.476062	344.708369	1.000000	4.000000
1.000000	23.000000	413.110947	336.888162	1.000000	1.000000
1.000000	24.000000	533.193295	363.472676	1.000000	4.000000
1.000000	25.000000	623.216594	364.557591	1.000000	4.000000
1.000000	26.000000	736.014341	340.557846	1.000000	2.000000
1.000000	27.000000	889.682156	385.738936	1.000000	1.000000
1.000000	28.000000	954.512195	390.435529	1.000000	1.000000
1.000000	29.000000	1082.363808	357.312932	1.000000	4.000000
1.000000	30.000000	1187.220918	345.585019	1.000000	2.000000
1.000000	31.000000	196.360787	484.382610	1.000000	2.000000
1.000000	32.000000	299.569354	465.462024	1.000000	3.000000
1.000000	33.000000	438.170257	466.061548	1.000000	1.000000
1.000000	34.000000	558.947114	472.298472	1.000000	1.000000
1.000000	35.000000	647.349359	488.539615	1.000000	4.000000
1.000000	36.000000	751.343319	494.985291	1.000000	2.000000
1.000000	37.000000	856.533600	450.896830	1.000000	1.000000
1.000000	38.000000	981.222608	461.819304	1.000000	1.000000
1.000000	39.000000	1068.511258	451.256808	1.000000	2.000000
1.000000	40.000000	1221.660232	492.557235	1.000000	1.000000
1.000000	41.000000	231.191981	612.424069	1.000000	2.000000
1.000000	42.000000	322.012313	563.537644	1.000000	4.000000
1.000000	43.000000	437.930577	601.808162	1.000000	1.000000
1.000000	44.000000	552.301205	579.595857	1.000000	2.000000
1.000000	45.000000	655.299294	542.988579	1.000000	2.000000
1.000000	46.000000	747.116644	571.701221	1.000000	4.000000
1.000000	47.000000	849.531801	592.033255	1.000000	4.000000
1.000000	48.000000	997.371344	580.956578	1.000000	1.000000
1.000000	49.000000	1063.580042	563.028058	1.000000	3.000000
1.000000	50.000000	1218.208063	561.562496	1.000000	2.000000
1.000000	51.000000	203.714130	654.386001	1.000000	3.000000
1.000000	52.000000	292.702755	652.335356	1.000000	2.000000
1.000000	53.000000	398.036577	652.999919	1.000000	3.000000
1.000000	54.000000	540.084729	683.321186	1.000000	3.000000
1.000000	55.000000	642.442431	709.681784	1.000000	3.000000
1.000000	56.000000	750.944802	674.750368	1.000000	3.000000
1.000000	57.000000	874.685928	667.460776	1.000000	3.000000
1.000000	58.000000	974.418683	667.982678	1.000000	3.000000
1.000000	59.000000	1057.905471	708.173833	1.000000	4.000000
1.000000	60.000000	1182.471897	651.861779	1.000000	3.000000
1.000000	61.000000	206.265335	766.011750	1.000000	4.000000
1.000000	62.000000	311.668231	778.412967	1.000000	2.000000
1.000000	63.000000	403.448631	795.167063	1.000000	4.000000
1.000000	64.000000	553.170348	766.460771	1.000000	1.000000
1.000000	65.000000	665.407730	797.516509	1.000000	1.000000
1.000000	66.000000	741.906377	758.754937	1.000000	4.000000
1.000000	67.000000	868.073352	778.635537	1.000000	1.000000
1.000000	68.000000	952.912396	804.718002	1.000000	3.000000
1.000000	69.000000	1069.455226	785.393740	1.000000	4.000000
1.000000	70.000000	1190.473695	797.002908	1.000000	3.000000
1.000000	71.000000	201.759018	887.377130	1.000000	1.000000
1.000000	72.000000	332.670777	862.423485	1.000000	4.000000
1.000000	73.000000	442.099051	867.101116	1.000000	2.000000
1.000000	74.000000	509.628350	887.960406	1.000000	1.000000
