MultiTargForag_2	Participant_Code = 64a
Search_Type = 2	CB_Targets = 3
Trial	Click_Num	Target_Click_Order	Click_X	Click_y	Item_selected	Item_X	Item_Y	Target_Set	RT
1.000000	1.000000	1.000000	673.000000	387.000000	25.000000	666.360051	391.263853	1.000000	3.352293
1.000000	2.000000	2.000000	873.000000	361.000000	27.000000	871.633221	362.464979	1.000000	5.063230
1.000000	3.000000	3.000000	850.000000	231.000000	17.000000	844.806763	225.390753	1.000000	6.197796
1.000000	4.000000	4.000000	982.000000	267.000000	18.000000	995.584203	274.672040	1.000000	7.013089
1.000000	5.000000	5.000000	1083.000000	123.000000	9.000000	1085.028467	133.639661	1.000000	7.877946
1.000000	6.000000	6.000000	1085.000000	449.000000	39.000000	1079.220917	462.259000	1.000000	9.214007
1.000000	7.000000	7.000000	1080.000000	774.000000	69.000000	1075.932268	769.898221	1.000000	10.742348
1.000000	8.000000	8.000000	879.000000	862.000000	77.000000	860.778328	866.330810	1.000000	12.006363
1.000000	9.000000	9.000000	967.000000	616.000000	48.000000	963.621973	604.535765	1.000000	13.221102
1.000000	10.000000	10.000000	650.000000	861.000000	75.000000	643.451372	877.122618	1.000000	14.629473
1.000000	11.000000	11.000000	528.000000	918.000000	74.000000	519.326892	911.051809	1.000000	15.343127
1.000000	12.000000	12.000000	423.000000	612.000000	43.000000	411.329832	610.233413	1.000000	16.630948
1.000000	13.000000	13.000000	515.000000	498.000000	34.000000	515.773662	496.260880	1.000000	18.493430
1.000000	14.000000	14.000000	341.000000	487.000000	32.000000	332.607296	494.941672	1.000000	19.566282
1.000000	15.000000	15.000000	441.000000	298.000000	13.000000	444.272500	281.888891	1.000000	20.654480
1.000000	16.000000	16.000000	547.000000	282.000000	14.000000	548.428945	280.333852	1.000000	21.798441
1.000000	17.000000	17.000000	655.000000	266.000000	15.000000	656.973455	272.334545	1.000000	23.213128
1.000000	18.000000	18.000000	640.000000	152.000000	5.000000	646.185508	144.386564	1.000000	24.077775
1.000000	19.000000	19.000000	537.000000	129.000000	4.000000	525.484032	136.618347	1.000000	24.790029
1.000000	20.000000	20.000000	193.000000	122.000000	1.000000	179.037378	130.064687	1.000000	25.639047
1.000000	21.000000	21.000000	214.000000	228.000000	11.000000	210.582069	246.544644	2.000000	27.517888
1.000000	22.000000	22.000000	287.000000	248.000000	12.000000	295.000738	252.584830	2.000000	28.239129
1.000000	23.000000	23.000000	415.000000	143.000000	3.000000	420.281155	138.430739	2.000000	29.390464
1.000000	24.000000	24.000000	531.000000	365.000000	24.000000	516.042741	382.883542	2.000000	30.461676
1.000000	25.000000	25.000000	343.000000	809.000000	62.000000	336.875326	824.987324	2.000000	32.373173
1.000000	26.000000	26.000000	346.000000	888.000000	72.000000	338.370321	881.599571	2.000000	33.911071
1.000000	27.000000	27.000000	405.000000	824.000000	63.000000	402.584726	816.639560	2.000000	34.862768
1.000000	28.000000	28.000000	555.000000	704.000000	54.000000	547.643156	717.251657	2.000000	35.901673
1.000000	29.000000	29.000000	540.000000	608.000000	44.000000	541.223548	599.702810	2.000000	36.917103
1.000000	30.000000	30.000000	762.000000	873.000000	76.000000	755.487881	886.769487	2.000000	38.150014
1.000000	31.000000	31.000000	773.000000	834.000000	66.000000	769.059439	824.741104	2.000000	38.869536
1.000000	32.000000	32.000000	956.000000	769.000000	68.000000	962.010881	764.293538	2.000000	40.205389
1.000000	33.000000	33.000000	1192.000000	885.000000	80.000000	1192.803755	904.574741	2.000000	41.622907
1.000000	34.000000	34.000000	1104.000000	700.000000	59.000000	1102.483447	698.326209	2.000000	42.445416
1.000000	35.000000	35.000000	1205.000000	650.000000	60.000000	1210.432185	653.442456	2.000000	43.301718
1.000000	36.000000	36.000000	976.000000	482.000000	38.000000	989.040832	478.788599	2.000000	44.462494
1.000000	37.000000	37.000000	866.000000	475.000000	37.000000	872.702902	480.122564	2.000000	45.173943
1.000000	38.000000	38.000000	737.000000	237.000000	16.000000	732.655796	233.109546	2.000000	46.765213
1.000000	39.000000	39.000000	997.000000	185.000000	8.000000	979.534385	186.259897	2.000000	47.549708
1.000000	40.000000	40.000000	1189.000000	170.000000	10.000000	1207.951683	164.210908	2.000000	48.351189
1.000000	1.000000	1.000000	734.000000	445.000000	36.000000	737.572312	445.555942	1.000000	2.302657
1.000000	2.000000	2.000000	858.000000	441.000000	37.000000	857.386892	440.347185	1.000000	2.887862
1.000000	3.000000	3.000000	856.000000	375.000000	27.000000	856.941667	358.410681	1.000000	3.334281
1.000000	4.000000	4.000000	961.000000	450.000000	38.000000	967.469237	460.450152	1.000000	3.935953
1.000000	5.000000	5.000000	1215.000000	687.000000	60.000000	1210.038694	696.345648	1.000000	4.894699
1.000000	6.000000	6.000000	1223.000000	883.000000	80.000000	1210.616576	879.174321	1.000000	5.615410
1.000000	7.000000	7.000000	1092.000000	862.000000	79.000000	1075.877823	864.455819	1.000000	6.166003
1.000000	8.000000	8.000000	983.000000	911.000000	78.000000	969.878469	911.378055	1.000000	6.910048
1.000000	9.000000	9.000000	876.000000	743.000000	67.000000	874.926358	755.910337	1.000000	7.735711
1.000000	10.000000	10.000000	840.000000	703.000000	57.000000	839.331998	697.413963	1.000000	8.278094
1.000000	11.000000	11.000000	778.000000	679.000000	56.000000	777.042518	676.451555	1.000000	8.783064
1.000000	12.000000	12.000000	321.000000	669.000000	52.000000	330.640756	678.113158	1.000000	10.182855
1.000000	13.000000	13.000000	329.000000	634.000000	42.000000	321.600017	613.054372	1.000000	10.543247
1.000000	14.000000	0.000000	244.000000	659.000000	51.000000	229.191720	685.718238	1.000000	11.192127
1.000000	15.000000	14.000000	238.000000	674.000000	51.000000	229.191720	685.718238	1.000000	11.535928
1.000000	16.000000	15.000000	218.000000	543.000000	41.000000	204.486114	543.167438	1.000000	12.262690
