MultiTargForag_2	Participant_Code = 71
Search_Type = 2	CB_Targets = 2
Trial	Item_Position_Num	Item_X	ItemY	Item_Shape	Item_Set
1.000000	1.000000	218.439260	174.206337	1.000000	4.000000
1.000000	2.000000	309.077553	134.423496	2.000000	3.000000
1.000000	3.000000	409.153720	161.888866	2.000000	2.000000
1.000000	4.000000	541.209658	119.016846	1.000000	1.000000
1.000000	5.000000	662.606199	158.462351	2.000000	2.000000
1.000000	6.000000	749.765539	168.878959	2.000000	2.000000
1.000000	7.000000	880.517274	169.477930	1.000000	1.000000
1.000000	8.000000	961.557790	174.467514	1.000000	4.000000
1.000000	9.000000	1061.365599	186.323251	1.000000	1.000000
1.000000	10.000000	1196.777154	155.328119	2.000000	2.000000
1.000000	11.000000	226.510430	264.314933	2.000000	2.000000
1.000000	12.000000	317.905784	279.597997	2.000000	2.000000
1.000000	13.000000	419.128004	285.251021	2.000000	3.000000
1.000000	14.000000	537.086771	228.337039	2.000000	2.000000
1.000000	15.000000	622.422785	251.777807	1.000000	1.000000
1.000000	16.000000	760.015883	288.822884	1.000000	4.000000
1.000000	17.000000	858.843857	239.496377	1.000000	1.000000
1.000000	18.000000	986.977851	286.215289	1.000000	4.000000
1.000000	19.000000	1092.597173	263.137457	2.000000	3.000000
1.000000	20.000000	1203.447988	237.464018	2.000000	2.000000
1.000000	21.000000	185.576770	375.955254	2.000000	3.000000
1.000000	22.000000	338.225836	369.602628	1.000000	1.000000
1.000000	23.000000	427.066838	359.339109	1.000000	1.000000
1.000000	24.000000	539.668207	368.200669	2.000000	3.000000
1.000000	25.000000	622.961848	398.581637	2.000000	3.000000
1.000000	26.000000	770.215924	390.800665	1.000000	1.000000
1.000000	27.000000	845.689423	354.293760	1.000000	4.000000
1.000000	28.000000	980.021902	392.589687	2.000000	3.000000
1.000000	29.000000	1082.443481	387.066781	2.000000	2.000000
1.000000	30.000000	1171.103657	363.963845	1.000000	4.000000
1.000000	31.000000	231.739473	450.384499	2.000000	2.000000
1.000000	32.000000	291.040625	483.991607	1.000000	4.000000
1.000000	33.000000	448.092947	489.123145	1.000000	1.000000
1.000000	34.000000	530.864478	468.890269	2.000000	3.000000
1.000000	35.000000	636.325145	487.452701	2.000000	2.000000
1.000000	36.000000	746.850155	503.292297	1.000000	4.000000
1.000000	37.000000	868.809547	466.436900	2.000000	2.000000
1.000000	38.000000	959.976015	504.400285	2.000000	2.000000
1.000000	39.000000	1108.051716	481.713910	1.000000	1.000000
1.000000	40.000000	1221.286227	450.151263	2.000000	3.000000
1.000000	41.000000	210.320041	569.266966	1.000000	4.000000
1.000000	42.000000	317.016215	564.621407	1.000000	4.000000
1.000000	43.000000	444.421394	567.959284	1.000000	1.000000
1.000000	44.000000	546.964779	597.570642	2.000000	2.000000
1.000000	45.000000	661.413168	579.773368	2.000000	3.000000
1.000000	46.000000	777.141630	583.318669	1.000000	4.000000
1.000000	47.000000	849.774913	598.288415	2.000000	3.000000
1.000000	48.000000	982.941819	548.272451	2.000000	3.000000
1.000000	49.000000	1107.163467	580.514066	2.000000	2.000000
1.000000	50.000000	1196.807336	575.075156	2.000000	3.000000
1.000000	51.000000	185.156892	687.050083	1.000000	4.000000
1.000000	52.000000	293.425088	690.131728	2.000000	3.000000
1.000000	53.000000	421.219111	657.069010	1.000000	1.000000
1.000000	54.000000	528.663238	661.546287	1.000000	1.000000
1.000000	55.000000	658.500912	710.640723	1.000000	4.000000
1.000000	56.000000	746.602398	683.711805	2.000000	3.000000
1.000000	57.000000	887.161904	716.742042	2.000000	3.000000
1.000000	58.000000	954.774824	668.759110	1.000000	1.000000
1.000000	59.000000	1091.440161	665.801228	2.000000	3.000000
1.000000	60.000000	1212.119722	709.838639	1.000000	4.000000
1.000000	61.000000	217.999921	777.025590	2.000000	3.000000
1.000000	62.000000	312.891465	824.167249	1.000000	1.000000
1.000000	63.000000	399.556222	760.918888	1.000000	1.000000
1.000000	64.000000	541.230083	782.192800	1.000000	4.000000
1.000000	65.000000	654.892784	760.636419	1.000000	4.000000
1.000000	66.000000	763.952151	820.514961	2.000000	2.000000
1.000000	67.000000	888.619328	771.829853	1.000000	4.000000
1.000000	68.000000	951.445486	794.721705	1.000000	4.000000
1.000000	69.000000	1063.035488	808.916344	1.000000	1.000000
1.000000	70.000000	1208.784953	778.046800	2.000000	3.000000
1.000000	71.000000	216.612503	917.062234	2.000000	2.000000
1.000000	72.000000	298.405775	877.525050	2.000000	2.000000
1.000000	73.000000	417.685090	926.793288	2.000000	3.000000
1.000000	74.000000	516.840590	892.996031	1.000000	4.000000
1.000000	75.000000	657.395335	883.702827	1.000000	4.000000
1.000000	76.000000	775.890131	884.024293	1.000000	1.000000
1.000000	77.000000	882.573434	906.196563	1.000000	1.000000
1.000000	78.000000	989.254439	876.525437	1.000000	1.000000
1.000000	79.000000	1073.274193	924.368071	2.000000	2.000000
1.000000	80.000000	1194.365573	923.746579	2.000000	2.000000
1.000000	1.000000	183.507269	138.527032	1.000000	1.000000
1.000000	2.000000	336.586404	147.623615	1.000000	4.000000
1.000000	3.000000	445.217811	161.678313	2.000000	3.000000
1.000000	4.000000	543.735362	177.918785	1.000000	4.000000
1.000000	5.000000	626.856199	186.661817	2.000000	2.000000
1.000000	6.000000	780.295347	119.276042	2.000000	3.000000
1.000000	7.000000	862.315853	144.721991	2.000000	2.000000
1.000000	8.000000	993.684852	173.216572	2.000000	3.000000
1.000000	9.000000	1058.754365	177.063047	2.000000	3.000000
1.000000	10.000000	1170.574611	125.858592	1.000000	1.000000
1.000000	11.000000	188.494118	265.289207	2.000000	2.000000
1.000000	12.000000	326.138068	245.888002	2.000000	2.000000
1.000000	13.000000	414.432576	283.625144	1.000000	1.000000
1.000000	14.000000	562.090200	269.911337	1.000000	1.000000
1.000000	15.000000	656.793786	268.196229	2.000000	2.000000
1.000000	16.000000	757.282718	253.978938	1.000000	1.000000
1.000000	17.000000	862.002665	230.131255	1.000000	4.000000
1.000000	18.000000	978.516421	235.010611	2.000000	2.000000
1.000000	19.000000	1095.767095	237.556955	1.000000	1.000000
1.000000	20.000000	1201.034198	248.725832	2.000000	2.000000
1.000000	21.000000	189.595213	340.188435	2.000000	3.000000
1.000000	22.000000	329.529570	351.642936	1.000000	1.000000
1.000000	23.000000	440.926756	334.414172	1.000000	4.000000
1.000000	24.000000	551.910841	398.469585	2.000000	3.000000
1.000000	25.000000	661.560799	399.547098	2.000000	3.000000
1.000000	26.000000	738.879628	347.511466	1.000000	4.000000
1.000000	27.000000	859.621835	387.751412	1.000000	4.000000
1.000000	28.000000	950.864676	374.031300	1.000000	1.000000
1.000000	29.000000	1093.763947	368.259430	2.000000	3.000000
1.000000	30.000000	1177.373653	372.232432	2.000000	2.000000
1.000000	31.000000	232.103584	485.330355	1.000000	1.000000
1.000000	32.000000	288.982252	458.351950	2.000000	3.000000
1.000000	33.000000	420.951866	442.643939	1.000000	1.000000
1.000000	34.000000	555.925697	495.606141	1.000000	4.000000
1.000000	35.000000	651.857798	502.241305	1.000000	1.000000
1.000000	36.000000	781.509780	441.417150	1.000000	1.000000
1.000000	37.000000	875.911914	465.049779	1.000000	1.000000
1.000000	38.000000	952.852207	491.891597	2.000000	2.000000
1.000000	39.000000	1093.493915	475.368523	1.000000	1.000000
1.000000	40.000000	1188.510476	450.500393	2.000000	2.000000
1.000000	41.000000	179.198285	612.284484	2.000000	3.000000
1.000000	42.000000	288.067941	557.769006	2.000000	2.000000
1.000000	43.000000	403.710890	572.161525	2.000000	2.000000
1.000000	44.000000	524.823617	611.069681	2.000000	3.000000
1.000000	45.000000	661.666397	578.217048	2.000000	3.000000
1.000000	46.000000	731.857376	611.120954	2.000000	3.000000
1.000000	47.000000	865.725400	549.440404	2.000000	2.000000
1.000000	48.000000	970.402402	600.729427	2.000000	2.000000
1.000000	49.000000	1073.802066	570.891076	2.000000	3.000000
1.000000	50.000000	1193.386956	574.213125	1.000000	4.000000
1.000000	51.000000	192.249900	719.454489	1.000000	4.000000
1.000000	52.000000	313.730928	681.463916	1.000000	4.000000
1.000000	53.000000	400.018840	691.357409	2.000000	2.000000
1.000000	54.000000	512.805575	719.265367	2.000000	3.000000
1.000000	55.000000	666.114542	681.494629	1.000000	1.000000
1.000000	56.000000	739.275615	659.966364	1.000000	1.000000
1.000000	57.000000	840.076114	673.267410	1.000000	1.000000
1.000000	58.000000	966.466748	669.368542	2.000000	2.000000
1.000000	59.000000	1067.092815	702.997056	2.000000	3.000000
1.000000	60.000000	1177.503340	697.931635	1.000000	4.000000
1.000000	61.000000	213.519901	767.169072	2.000000	2.000000
1.000000	62.000000	328.266909	798.913824	1.000000	4.000000
1.000000	63.000000	443.304785	755.574319	2.000000	3.000000
1.000000	64.000000	514.443510	766.318088	1.000000	4.000000
