AdaptChoice	Code = 35	Session = 2	Starting Dist Col = 1
Targ 1 = 	255.000000	0.000000	0.000000	
Targ 2 = 	0.000000	0.000000	255.000000	
SubNo	Trial	Block_trial	Block_num	Plateau_cond	Transition_cond	Run_number	Targ1_position	Targ2_position	FixationCheck	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RT	Optimal_Choice	StarEndOptimal	Repeat_Switch
35	1	1	0	1	0	1	34	5	0	3	2	2	2	1	2263	1	1	NaN
35	2	2	0	1	0	2	23	36	0	3	5	5	2	1	18336	1	1	1
35	3	3	0	1	0	3	25	33	0	3	4	3	1	1	12969	0	2	2
35	4	4	0	1	0	4	42	47	0	4	2	2	2	1	7203	1	1	2
35	5	5	0	1	0	5	16	50	0	5	4	5	1	1	12366	0	2	2
35	6	6	0	0	1	6	43	25	0	3	2	3	1	1	6972	0	2	1
35	7	7	0	0	1	7	11	13	0	4	3	3	2	1	16100	1	1	2
35	8	8	0	0	1	8	7	15	0	2	3	3	2	1	9584	1	1	1
35	9	9	0	0	1	9	11	25	0	3	2	2	2	1	4523	NaN	1	1
35	10	10	0	0	1	10	28	18	0	4	3	3	2	1	4749	0	1	1
35	1	1	1	1	0	1	2	19	0	3	4	4	2	1	5066	1	1	NaN
35	2	2	1	1	0	2	32	29	0	3	5	5	2	1	2399	1	1	1
35	3	3	1	1	0	3	14	29	0	4	5	5	2	1	1511	1	1	1
35	4	4	1	1	0	4	53	48	0	3	2	2	2	1	5421	1	1	1
35	5	5	1	1	0	5	21	27	0	5	4	4	2	1	2206	1	1	1
35	6	6	1	0	1	6	36	2	0	3	4	4	2	1	2310	1	1	1
35	7	7	1	0	1	7	32	17	0	3	5	5	2	1	2076	1	1	1
35	8	8	1	0	1	8	39	51	0	3	5	5	2	1	5514	1	1	1
35	9	9	1	0	1	9	50	41	0	2	5	5	2	1	3052	NaN	1	1
35	10	10	1	0	1	10	47	2	0	2	3	3	2	1	6886	0	1	1
35	11	11	1	0	1	11	10	44	0	3	2	2	2	1	6051	0	1	1
35	12	12	1	0	1	12	4	1	0	2	5	5	2	1	1763	0	1	1
35	13	13	1	2	0	1	49	37	0	4	3	3	2	1	5919	0	2	1
35	14	14	1	2	0	2	48	35	0	4	2	2	2	1	5337	0	2	1
35	15	15	1	2	0	3	33	5	0	5	2	2	2	1	2324	0	2	1
35	16	16	1	2	0	4	3	36	0	5	2	2	2	1	6558	0	2	1
35	17	17	1	2	0	5	9	40	0	4	2	2	2	1	4309	0	2	1
35	18	18	1	0	2	6	39	41	0	4	3	3	2	1	1951	0	2	1
35	19	19	1	0	2	7	19	34	0	5	4	4	2	1	22927	0	2	1
35	20	20	1	0	2	8	25	11	0	2	3	3	2	1	1262	0	2	1
35	21	21	1	0	2	9	39	14	0	3	4	4	2	1	2388	NaN	2	1
35	22	22	1	0	2	10	38	49	0	5	4	4	2	1	3372	1	2	1
35	23	23	1	0	2	11	5	28	0	2	4	4	2	1	3335	1	2	1
35	24	24	1	0	2	12	21	54	0	3	5	5	2	1	1814	1	2	1
35	25	25	1	1	0	1	24	12	0	3	4	4	2	1	1499	1	1	1
35	26	26	1	1	0	2	2	38	0	4	5	5	2	1	5789	1	1	1
35	27	27	1	1	0	3	10	3	0	3	2	2	2	1	4280	1	1	1
35	28	28	1	1	0	4	49	30	0	4	5	5	2	1	2094	1	1	1
35	29	29	1	1	0	5	44	7	0	5	2	2	2	1	3432	1	1	1
35	30	30	1	0	1	6	15	13	0	3	5	5	2	1	2249	1	1	1
35	31	31	1	0	1	7	7	22	0	3	4	4	2	1	11010	1	1	1
35	32	32	1	0	1	8	35	34	0	2	5	5	2	1	2038	1	1	1
35	33	33	1	0	1	9	17	4	0	5	2	2	2	1	2298	NaN	1	1
35	34	34	1	0	1	10	27	4	0	4	3	3	2	1	7261	0	1	1
35	35	35	1	0	1	11	19	15	0	5	3	3	2	1	7798	0	1	1
35	36	36	1	0	1	12	44	14	0	4	3	3	2	1	2893	0	1	1
35	37	37	1	2	0	1	46	33	0	5	4	4	2	1	2119	0	2	1
35	38	38	1	2	0	2	3	4	0	2	4	4	2	1	6042	0	2	1
35	39	39	1	2	0	3	21	4	0	5	2	5	1	1	12982	1	1	2
35	40	40	1	2	0	4	42	1	0	4	5	4	1	1	9673	1	1	1
35	41	41	1	2	0	5	23	5	0	2	3	2	1	1	3465	1	1	1
35	42	42	1	0	2	6	27	13	0	5	4	5	1	1	1870	1	1	1
35	43	43	1	0	2	7	39	35	0	2	3	3	2	1	3880	0	2	2
35	44	44	1	0	2	8	26	18	0	5	4	5	1	1	4006	1	1	2
35	45	45	1	0	2	9	54	49	0	4	5	4	1	1	2214	NaN	1	1
35	46	46	1	0	2	10	5	48	0	2	3	2	1	1	4170	0	1	1
35	47	47	1	0	2	11	13	14	0	5	2	2	2	1	1678	1	2	2
35	48	48	1	0	2	12	17	6	0	2	4	4	2	1	2975	1	2	1
35	49	49	1	1	0	1	25	22	0	3	2	2	2	1	3215	1	1	1
35	50	50	1	1	0	2	26	6	0	5	3	3	2	1	3568	1	1	1
35	51	51	1	1	0	3	15	13	0	3	5	5	2	1	3623	1	1	1
35	52	52	1	1	0	4	4	14	0	3	5	5	2	1	1484	1	1	1
35	53	53	1	1	0	5	46	24	0	5	4	4	2	1	3362	1	1	1
35	54	54	1	0	1	6	8	31	0	5	3	3	2	1	1701	1	1	1
35	55	55	1	0	1	7	31	42	0	2	5	5	2	1	2608	1	1	1
35	56	56	1	0	1	8	8	6	0	4	2	2	2	1	2620	1	1	1
35	57	57	1	0	1	9	31	42	0	5	2	2	2	1	3325	NaN	1	1
35	58	58	1	0	1	10	53	38	0	2	4	4	2	1	5639	0	1	1
35	59	59	1	0	1	11	48	46	0	2	4	4	2	1	4572	0	1	1
35	60	60	1	0	1	12	31	21	0	4	5	4	1	1	9391	1	2	2
35	61	61	1	2	0	1	19	1	0	2	4	4	2	1	7194	0	2	2
35	62	62	1	2	0	2	16	22	0	2	5	5	2	1	8325	0	2	1
35	63	63	1	2	0	3	31	14	0	4	2	2	2	1	3239	0	2	1
35	64	64	1	2	0	4	15	25	0	2	4	2	1	1	1572	1	1	2
35	65	65	1	2	0	5	9	36	0	3	2	2	2	1	6639	0	2	2
35	66	66	1	0	2	6	36	13	0	4	3	3	2	1	11452	0	2	1
35	67	67	1	0	2	7	33	28	0	2	4	4	2	1	2128	0	2	1
35	68	68	1	0	2	8	29	14	0	4	3	4	1	1	1487	1	1	2
35	69	69	1	0	2	9	14	16	0	5	3	3	2	1	2505	NaN	2	2
35	70	70	1	0	2	10	45	36	0	4	5	4	1	1	4311	0	1	2
35	71	71	1	0	2	11	10	51	0	5	3	3	2	1	7389	1	2	2
35	72	72	1	0	2	12	18	27	0	2	5	5	2	1	969	1	2	1
35	73	73	1	1	0	1	19	14	0	2	5	2	1	1	5076	0	2	2
35	74	74	1	1	0	2	36	33	0	3	4	3	1	1	12389	0	2	1
35	75	75	1	1	0	3	21	9	0	2	3	2	1	1	2840	0	2	1
35	76	76	1	1	0	4	8	49	0	3	2	3	1	1	4421	0	2	1
35	77	77	1	1	0	5	42	18	0	3	4	3	1	1	4805	0	2	1
35	78	78	1	0	1	6	23	24	0	5	3	5	1	1	5889	0	2	1
35	79	79	1	0	1	7	21	34	0	2	3	3	2	1	2727	1	1	2
35	80	80	1	0	1	8	33	30	0	3	2	2	2	1	1166	1	1	1
35	81	81	1	0	1	9	32	38	0	4	2	2	2	1	2345	NaN	1	1
35	82	82	1	0	1	10	22	32	0	5	3	5	1	1	7556	1	2	2
35	83	83	1	0	1	11	15	39	0	4	2	4	1	1	3227	1	2	1
35	84	84	1	0	1	12	28	8	0	2	5	2	1	1	1443	1	2	1
35	85	85	1	2	0	1	31	25	0	3	2	3	1	1	1597	1	1	1
35	86	86	1	2	0	2	10	44	0	3	4	3	1	1	4197	1	1	1
